pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate
11762|L|rot|Nike|25.33|1|7|21|21|2017-10-01
11762|M|rot|Nike|25.33|1|7|21|14|2017-10-01
11762|S|rot|Nike|25.33|1|7|21|4|2017-10-01
11762|XL|rot|Nike|25.33|1|7|21|14|2017-10-01
11766|30|schwarz|adidas|57.08|1|37|3|1|2017-11-22
11766|32|schwarz|adidas|57.08|1|37|3|1|2017-11-22
11766|37 1/3|schwarz|adidas|57.08|1|37|3|2|2017-11-22
11766|38|schwarz|adidas|57.08|1|37|3|1|2017-11-22
11768|L|schwarz|Jako|31.68|1|7|16|1|2017-10-01
11768|M|schwarz|Jako|31.68|1|7|16|1|2017-10-01
11768|S|schwarz|Jako|31.68|1|7|16|2|2017-10-01
11769|L|schwarz|adidas|88.83|9|10|35|1|2017-12-01
11772|40 2/3|rot|adidas|114.23|9|18|32|1|2017-10-01
11772|46 2/3|rot|adidas|114.23|9|18|32|1|2017-10-01
11773|39|gruen|Nike|228.53|1|2|4|1|2017-10-01
11773|40,5|gruen|Nike|228.53|1|2|4|1|2017-10-01
11775|44|grau|adidas|114.23|9|18|32|1|2017-10-01
11775|44 2/3|grau|adidas|114.23|9|18|32|1|2017-10-01
11777|32|schwarz|Nike|69.78|1|37|3|1|2017-10-01
11777|38,5|schwarz|Nike|69.78|1|37|3|1|2017-10-01
11778|L|schwarz|Jako|44.38|1|7|28|1|2017-10-01
11778|M|schwarz|Jako|44.38|1|7|28|1|2017-10-01
11778|S|schwarz|Jako|44.38|1|7|28|1|2017-10-01
11779|L|gruen|Nike|31.68|1|7|25|4|2017-10-01
11779|M|gruen|Nike|31.68|1|7|25|1|2017-10-01
11779|XL|gruen|Nike|31.68|1|7|25|1|2017-10-01
11781|39|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11781|40|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11781|40,5|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11781|41|schwarz|Nike|114.23|1|2|3|2|2017-10-01
11781|42|schwarz|Nike|114.23|1|2|3|3|2017-10-01
11781|42,5|schwarz|Nike|114.23|1|2|3|3|2017-10-01
11781|43|schwarz|Nike|114.23|1|2|3|3|2017-10-01
11781|44|schwarz|Nike|114.23|1|2|3|4|2017-10-01
11781|44,5|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11781|45|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11781|45,5|schwarz|Nike|114.23|1|2|3|1|2017-10-01
11783|4 ( 43-45 )|gruen|adidas|10.09|1|7|13|1|2017-10-01
11784|40|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|40,5|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|41|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|42|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|42,5|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|43|orange|Nike|95.18|1|2|6|1|2017-10-01
11784|44,5|orange|Nike|95.18|1|2|6|1|2017-10-01
11786|45|schwarz|Under Armour|253.93|1|2|3|1|2017-10-01
11787|41|orange|Nike|88.83|1|2|3|1|2017-10-01
11787|47,5|orange|Nike|88.83|1|2|3|1|2017-10-01
11788|L|schwarz|Uhlsport|50.73|1|7|17|1|2017-10-01
11788|S|schwarz|Uhlsport|50.73|1|7|17|1|2017-10-01
11791|2XL|blau|adidas|57.08|1|7|14|1|2017-10-01
11793|44|orange|Nike|114.23|1|2|5|1|2017-10-01
11793|44,5|orange|Nike|114.23|1|2|5|2|2017-10-01
11793|45|orange|Nike|114.23|1|2|5|1|2017-10-01
11802|L|orange|Nike|82.48|9|10|22|2|2017-10-01
11803|116/128|schwarz|Jako|32.95|15|16||1|2017-10-01
11803|140/152|schwarz|Jako|32.95|15|16||1|2017-10-01
11803|164/176|schwarz|Jako|32.95|15|16||2|2017-10-01
11806|S ( 34/36 )|schwarz|Nike|31.68|1|7|8|2|2017-10-01
11806|XL ( 44/46 )|schwarz|Nike|31.68|1|7|8|2|2017-10-01
11807|2XL|blau|adidas|95.18|1|7|31|1|2017-10-01
11809|2XL|blau|Nike|50.73|1|7|16|1|2017-10-01
11809|L|blau|Nike|50.73|1|7|16|18|2017-10-01
11809|M|blau|Nike|50.73|1|7|16|1|2017-10-01
11809|XL|blau|Nike|50.73|1|7|16|5|2017-10-01
11810|L|rot|Nike|63.43|1|7|22|20|2017-10-01
11810|M|rot|Nike|63.43|1|7|22|2|2017-10-01
11810|S|rot|Nike|63.43|1|7|22|2|2017-10-01
11810|XL|rot|Nike|63.43|1|7|22|2|2017-10-01
11811|44,5|gelb|PUMA|253.93|1|2|3|1|2017-10-01
11817|39 1/3|schwarz|adidas|165.03|1|2|3|2|2017-10-01
11817|40|schwarz|adidas|165.03|1|2|3|1|2017-10-01
11817|40 2/3|schwarz|adidas|165.03|1|2|3|1|2017-10-01
11817|41 1/3|schwarz|adidas|165.03|1|2|3|4|2017-10-01
11817|42|schwarz|adidas|165.03|1|2|3|1|2017-10-01
11817|42 2/3|schwarz|adidas|165.03|1|2|3|7|2017-10-01
11817|43 1/3|schwarz|adidas|165.03|1|2|3|5|2017-10-01
11817|44|schwarz|adidas|165.03|1|2|3|3|2017-10-01
11817|44 2/3|schwarz|adidas|165.03|1|2|3|5|2017-10-01
11817|45 1/3|schwarz|adidas|165.03|1|2|3|5|2017-10-01
11817|46|schwarz|adidas|165.03|1|2|3|5|2017-10-01
11817|46 2/3|schwarz|adidas|165.03|1|2|3|4|2017-10-01
11817|47 1/3|schwarz|adidas|165.03|1|2|3|1|2017-10-01
11819|42|schwarz|Diadora|126.93|9|18|32|1|2017-10-01
11821|L|rot|Jako|38.03|1|7|25|2|2017-10-01
11822|L ( 152-158 )|orange|Nike|38.03|1|7|21|12|2017-10-01
11822|M ( 140-152 )|orange|Nike|38.03|1|7|21|1|2017-10-01
11822|XL ( 158-170 )|orange|Nike|38.03|1|7|21|1|2017-10-01
11824|36,5|weiss|Nike|107.88|9|36|32|2|2017-10-01
11824|37,5|weiss|Nike|107.88|9|36|32|2|2017-10-01
11824|38|weiss|Nike|107.88|9|36|32|2|2017-10-01
11824|38,5|weiss|Nike|107.88|9|36|32|1|2017-10-01
11826|2XL|blau|adidas|63.43|1|7|14|2|2017-10-01
11826|L|blau|adidas|63.43|1|7|14|3|2017-10-01
11826|M|blau|adidas|63.43|1|7|14|2|2017-10-01
11826|S|blau|adidas|63.43|1|7|14|2|2017-10-01
11826|XL|blau|adidas|63.43|1|7|14|1|2017-10-01
11826|XS|blau|adidas|63.43|1|7|14|1|2017-10-01
11835|L|blau|Nike|57.08|9|10|35|2|2017-10-01
11835|M|blau|Nike|57.08|9|10|35|2|2017-10-01
11835|S|blau|Nike|57.08|9|10|35|1|2017-10-01
11838|44|silber|New Balance|253.93|1|2|3|1|2017-10-01
11841|L|blau|Nike|76.13|9|10|14|1|2017-10-01
11843|42,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11843|43|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11843|44|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11843|44,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11843|45|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11843|45,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11844|38|blau|Jako|48.19|1|7|14|1|2017-10-01
11845|164|blau|PUMA|38.03|15|24||1|2017-10-01
11849|L|grau|Nike|88.83|9|10|14|3|2017-12-06
11849|M|grau|Nike|88.83|9|10|14|5|2017-12-06
11849|S|grau|Nike|88.83|9|10|14|3|2017-12-06
11849|XL|grau|Nike|88.83|9|10|14|2|2017-12-06
11854|43|schwarz|Reebok|114.23|9|18|32|1|2017-10-01
11857|S|gelb|adidas|22.79|1|7|8|1|2017-10-01
11860|L ( 42-46 )|weiss|Nike|18.98|1|7|13|43|2017-10-01
11860|M ( 38-42 )|weiss|Nike|18.98|1|7|13|13|2017-10-01
11860|S ( 34-38 )|weiss|Nike|18.98|1|7|13|4|2017-10-01
11860|XL (46-50 )|weiss|Nike|18.98|1|7|13|7|2017-10-01
11862|40,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
11866|40|schwarz|adidas|380.93|1|2|3|1|2017-11-21
11866|40 2/3|schwarz|adidas|380.93|1|2|3|1|2017-11-21
11866|41 1/3|schwarz|adidas|380.93|1|2|3|4|2017-11-21
11866|42|schwarz|adidas|380.93|1|2|3|4|2017-11-21
11866|42 2/3|schwarz|adidas|380.93|1|2|3|8|2017-11-21
11866|43 1/3|schwarz|adidas|380.93|1|2|3|12|2017-11-21
11866|44|schwarz|adidas|380.93|1|2|3|3|2017-11-21
11866|44 2/3|schwarz|adidas|380.93|1|2|3|3|2017-11-21
11866|45 1/3|schwarz|adidas|380.93|1|2|3|1|2017-11-21
11866|46 2/3|schwarz|adidas|380.93|1|2|3|1|2017-11-21
11874|2XL|blau|Nike|31.68|1|7|21|1|2017-10-01
11874|L|blau|Nike|31.68|1|7|21|1|2017-10-01
11874|M|blau|Nike|31.68|1|7|21|1|2017-10-01
11874|XL|blau|Nike|31.68|1|7|21|1|2017-10-01
11877|40|schwarz|adidas|126.93|1|2|3|1|2017-10-01
11877|40 2/3|schwarz|adidas|126.93|1|2|3|2|2017-10-01
11877|41 1/3|schwarz|adidas|126.93|1|2|3|3|2017-10-01
11877|42|schwarz|adidas|126.93|1|2|3|2|2017-10-01
11877|42 2/3|schwarz|adidas|126.93|1|2|3|1|2017-10-01
11877|43 1/3|schwarz|adidas|126.93|1|2|3|2|2017-10-01
11877|44|schwarz|adidas|126.93|1|2|3|3|2017-10-01
11877|44 2/3|schwarz|adidas|126.93|1|2|3|3|2017-10-01
11877|45 1/3|schwarz|adidas|126.93|1|2|3|1|2017-10-01
11877|46|schwarz|adidas|126.93|1|2|3|1|2017-10-01
11877|46 2/3|schwarz|adidas|126.93|1|2|3|2|2017-10-01
11877|47 1/3|schwarz|adidas|126.93|1|2|3|5|2017-10-01
11877|48|schwarz|adidas|126.93|1|2|3|2|2017-10-01
11877|48 2/3|schwarz|adidas|126.93|1|2|3|1|2017-10-01
11878|40 2/3|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|41 1/3|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|42 2/3|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|43 1/3|rot|adidas|114.23|1|2|3|2|2017-10-01
11878|44|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|45 1/3|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|46 2/3|rot|adidas|114.23|1|2|3|1|2017-10-01
11878|48|rot|adidas|114.23|1|2|3|1|2017-10-01
11879|41|schwarz|Reebok|82.48|9|18|32|1|2017-10-01
11882|L ( 152-158 )|blau|Nike|31.68|1|7|16|3|2017-10-01
11882|M ( 140-152 )|blau|Nike|31.68|1|7|16|7|2017-10-01
11882|S ( 128-140 )|blau|Nike|31.68|1|7|16|3|2017-10-01
11882|XL ( 158-170 )|blau|Nike|31.68|1|7|16|2|2017-10-01
11882|XS ( 116-128 )|blau|Nike|31.68|1|7|16|1|2017-10-01
11888|164|schwarz|Jako|31.68|1|7|8|3|2017-10-01
11890|L|orange|adidas|18.98|1|7|21|3|2017-10-01
11890|M|orange|adidas|18.98|1|7|21|1|2017-10-01
11890|S|orange|adidas|18.98|1|7|21|3|2017-10-01
11891|41 1/3|weiss|adidas|126.93|9|18|32|1|2017-10-01
11891|42 2/3|weiss|adidas|126.93|9|18|32|1|2017-10-01
11891|44|weiss|adidas|126.93|9|18|32|2|2017-10-01
11891|45 1/3|weiss|adidas|126.93|9|18|32|1|2017-10-01
11911|140|blau|PUMA|31.68|15|16||2|2017-10-01
11911|152|blau|PUMA|31.68|15|16||1|2017-10-01
11913|L ( 42-46 )|rot|Nike|8.82|1|7|12|9|2017-10-01
11913|S ( 34-38 )|rot|Nike|8.82|1|7|12|25|2017-10-01
11914|2XL|gruen|adidas|22.79|1|7|8|1|2017-10-01
11914|L|gruen|adidas|22.79|1|7|8|2|2017-10-01
11914|M|gruen|adidas|22.79|1|7|8|1|2017-10-01
11914|S|gruen|adidas|22.79|1|7|8|1|2017-10-01
11914|XL|gruen|adidas|22.79|1|7|8|1|2017-10-01
11920|L ( 152-158 )|schwarz|Nike|22.79|1|7|21|6|2017-10-01
11920|XL ( 158-170 )|schwarz|Nike|22.79|1|7|21|1|2017-10-01
11923|XL|blau|adidas|57.08|1|7|16|1|2017-10-01
11928|L|weiss|adidas|31.68|9|10|25|5|2017-10-01
11928|M|weiss|adidas|31.68|9|10|25|2|2017-10-01
11928|XL|weiss|adidas|31.68|9|10|25|1|2017-10-01
11929|L|schwarz|Nike|44.38|15|33||1|2017-10-01
11929|XL|schwarz|Nike|44.38|15|33||1|2017-10-01
11930|L|schwarz|adidas|35.49|1|7|23|1|2017-11-08
11930|M|schwarz|adidas|35.49|1|7|23|2|2017-11-08
11932|42|schwarz|Under Armour|152.33|1|2|3|1|2017-10-01
11932|44|schwarz|Under Armour|152.33|1|2|3|1|2017-10-01
11932|44,5|schwarz|Under Armour|152.33|1|2|3|1|2017-10-01
11935|2XL|weiss|adidas|38.03|15|24||4|2017-10-01
11935|L|weiss|adidas|38.03|15|24||32|2017-10-01
11935|M|weiss|adidas|38.03|15|24||17|2017-10-01
11935|S|weiss|adidas|38.03|15|24||6|2017-10-01
11935|XL|weiss|adidas|38.03|15|24||15|2017-10-01
11936|S|rot|Erima|31.68|15|16||1|2017-10-01
11937|M|weiss|Jordan|44.38|9|10|25|1|2017-10-01
11941|140|weiss|Erima|34.22|15|16||1|2017-10-01
11941|164|weiss|Erima|34.22|15|16||1|2017-10-01
11943|L ( 152-158 )|weiss|Nike|31.68|1|7|8|1|2017-10-01
11943|M ( 140-152 )|weiss|Nike|31.68|1|7|8|2|2017-10-01
11943|XS ( 116-128 )|weiss|Nike|31.68|1|7|8|1|2017-10-01
11944|37,5|schwarz|Nike|165.03|9|36|32|3|2017-10-01
11944|38,5|schwarz|Nike|165.03|9|36|32|1|2017-10-01
11944|39|schwarz|Nike|165.03|9|36|32|1|2017-10-01
11951|42|schwarz|adidas|120.58|9|18|32|1|2017-10-01
11951|43 1/3|schwarz|adidas|120.58|9|18|32|1|2017-10-01
11951|45 1/3|schwarz|adidas|120.58|9|18|32|1|2017-10-01
11955|41|schwarz|Nike|114.23|9|18|32|1|2017-10-01
11955|42|schwarz|Nike|114.23|9|18|32|2|2017-10-01
11955|42,5|schwarz|Nike|114.23|9|18|32|1|2017-10-01
11955|43|schwarz|Nike|114.23|9|18|32|1|2017-10-01
11955|44|schwarz|Nike|114.23|9|18|32|8|2017-10-01
11955|44,5|schwarz|Nike|114.23|9|18|32|4|2017-10-01
11956|2XL|blau|adidas|44.38|15|33||1|2017-10-01
11957|2XL|grau|Nike|57.08|1|7|16|1|2017-10-01
11957|L|grau|Nike|57.08|1|7|16|4|2017-10-01
11957|M|grau|Nike|57.08|1|7|16|1|2017-10-01
11957|XL|grau|Nike|57.08|1|7|16|2|2017-10-01
11958|L ( 42-46 )|weiss|Jordan|20.25|9|10|11|4|2017-10-01
11958|M ( 38-42 )|weiss|Jordan|20.25|9|10|11|1|2017-10-01
11962|42 2/3|schwarz|adidas|419.03|1|2|3|1|2017-11-22
11962|43 1/3|schwarz|adidas|419.03|1|2|3|2|2017-11-22
11962|44|schwarz|adidas|419.03|1|2|3|1|2017-11-22
11962|44 2/3|schwarz|adidas|419.03|1|2|3|1|2017-11-22
11965|L ( 40/42 )|grau|Nike|48.19|9|10|25|1|2017-10-01
11965|M ( 38/40 )|grau|Nike|48.19|9|10|25|1|2017-10-01
11966|L|rot|PUMA|63.43|15|33||1|2017-10-01
11966|S|rot|PUMA|63.43|15|33||1|2017-10-01
11970|36,5|rot|Nike|88.83|1|37|39|1|2017-10-01
11970|38,5|rot|Nike|88.83|1|37|39|2|2017-10-01
11971|L|blau|Nike|50.73|1|7|16|10|2017-10-01
11971|M|blau|Nike|50.73|1|7|16|1|2017-10-01
11971|XL|blau|Nike|50.73|1|7|16|7|2017-10-01
11972|42|rot|Jordan|139.63|9|18|32|1|2018-01-15
11973|38,5|schwarz|PUMA|50.73|1|37|5|1|2017-12-21
11974|42 2/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
11974|43 1/3|weiss|adidas|114.23|1|2|3|1|2017-10-01
11975|M|rot|Hummel|50.73|1|7|21|1|2017-10-01
11977|M|blau|adidas|57.08|1|7|14|1|2017-11-08
11977|S|blau|adidas|57.08|1|7|14|1|2017-11-08
11977|XL|blau|adidas|57.08|1|7|14|1|2017-11-08
11980|L|gelb|adidas|22.79|1|7|21|1|2017-10-24
11983|YLG 147,5-157,5|blau|Under Armour|50.73|15|33||1|2017-10-01
11985|40|schwarz|Nike|29.14|9|18|38|2|2017-10-01
11985|41|schwarz|Nike|29.14|9|18|38|1|2017-10-01
11985|42,5|schwarz|Nike|29.14|9|18|38|1|2017-10-01
11985|44|schwarz|Nike|29.14|9|18|38|1|2017-10-01
11985|45|schwarz|Nike|29.14|9|18|38|4|2017-10-01
11985|46|schwarz|Nike|29.14|9|18|38|2|2017-10-01
11988|M|blau|PUMA|50.73|1|7|14|1|2017-10-01
11989|164/176|rot|Jako|32.95|15|16||1|2017-10-01
11994|44,5|weiss|Nike|139.63|9|18|32|1|2017-10-01
11995|39 1/3|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|40 2/3|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|41 1/3|beige|adidas|380.93|1|2|3|2|2017-10-01
11995|42|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|42 2/3|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|43 1/3|beige|adidas|380.93|1|2|3|5|2017-10-01
11995|44|beige|adidas|380.93|1|2|3|2|2017-10-01
11995|44 2/3|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|45 1/3|beige|adidas|380.93|1|2|3|2|2017-10-01
11995|46|beige|adidas|380.93|1|2|3|1|2017-10-01
11995|46 2/3|beige|adidas|380.93|1|2|3|1|2017-10-01
11996|5 ( 43-46 )|schwarz|Jako|12.63|1|7|13|1|2017-10-01
11998|XS ( 116-128 )|schwarz|Nike|20.25|1|7|8|1|2017-10-01
12004|2XL|weiss|adidas|22.79|1|7|21|1|2017-10-01
12004|L|weiss|adidas|22.79|1|7|21|1|2017-10-01
12004|M|weiss|adidas|22.79|1|7|21|4|2017-10-01
12004|S|weiss|adidas|22.79|1|7|21|1|2017-10-01
12004|XL|weiss|adidas|22.79|1|7|21|2|2017-10-01
12015|L ( 152-158 )|weiss|Nike|22.79|1|7|8|2|2017-10-01
12015|M ( 140-152 )|weiss|Nike|22.79|1|7|8|1|2017-10-01
12015|S ( 128-140 )|weiss|Nike|22.79|1|7|8|1|2017-10-01
12015|XL ( 158-170 )|weiss|Nike|22.79|1|7|8|1|2017-10-01
12020|L|blau|Nike|38.03|1|7|16|5|2017-10-01
12020|M|blau|Nike|38.03|1|7|16|2|2017-10-01
12020|XL|blau|Nike|38.03|1|7|16|5|2017-10-01
12022|42 2/3|rot|adidas|114.23|9|18|32|1|2017-10-01
12024|36,5|weiss|Nike|234.88|1|37|3|2|2017-10-01
12024|37,5|weiss|Nike|234.88|1|37|3|1|2017-10-01
12024|38|weiss|Nike|234.88|1|37|3|1|2017-10-01
12024|38,5|weiss|Nike|234.88|1|37|3|4|2017-10-01
12025|2XL|weiss|Nike|25.33|1|7|21|2|2017-10-01
12025|L|weiss|Nike|25.33|1|7|21|18|2017-10-01
12025|M|weiss|Nike|25.33|1|7|21|46|2017-10-01
12025|S|weiss|Nike|25.33|1|7|21|4|2017-10-01
12025|XL|weiss|Nike|25.33|1|7|21|23|2017-10-01
12028|L|rot|Nike|50.73|1|7|14|13|2017-10-01
12028|M|rot|Nike|50.73|1|7|14|2|2017-10-01
12028|S|rot|Nike|50.73|1|7|14|2|2017-10-01
12028|XL|rot|Nike|50.73|1|7|14|2|2017-10-01
12031|2XL|schwarz|adidas|18.98|1|7|8|1|2017-10-01
12031|L|schwarz|adidas|18.98|1|7|8|1|2017-10-01
12031|S|schwarz|adidas|18.98|1|7|8|6|2017-10-01
12032|2XL|schwarz|Nike|38.03|15|16||1|2017-10-01
12032|S|schwarz|Nike|38.03|15|16||7|2017-10-01
12034|L|blau|adidas|63.43|1|7|21|3|2017-10-01
12034|M|blau|adidas|63.43|1|7|21|1|2017-10-01
12037|42,5|schwarz|Nike|279.33|1|2|3|1|2017-10-01
12040|L ( 40/42 )|grau|Nike|139.63|9|10|22|2|2017-10-01
12040|M ( 38/40 )|grau|Nike|139.63|9|10|22|1|2017-10-01
12041|36,5|blau|Nike|222.18|1|37|3|1|2017-10-01
12041|37,5|blau|Nike|222.18|1|37|3|1|2017-10-01
12041|38|blau|Nike|222.18|1|37|3|4|2017-10-01
12041|38,5|blau|Nike|222.18|1|37|3|4|2017-10-01
12044|M|blau|Nike|38.03|1|7|16|1|2017-12-15
12045|41|schwarz|Nike|177.73|9|18|32|3|2017-10-01
12045|42|schwarz|Nike|177.73|9|18|32|2|2017-10-01
12045|42,5|schwarz|Nike|177.73|9|18|32|5|2017-10-01
12045|43|schwarz|Nike|177.73|9|18|32|5|2017-10-01
12045|44|schwarz|Nike|177.73|9|18|32|3|2017-10-01
12045|44,5|schwarz|Nike|177.73|9|18|32|3|2017-10-01
12045|45,5|schwarz|Nike|177.73|9|18|32|1|2017-10-01
12045|46|schwarz|Nike|177.73|9|18|32|1|2017-10-01
12048|43 1/3|weiss|adidas|88.83|1|2|6|1|2017-11-24
12050|XL ( 158-170 )|grau|Nike|38.03|1|7|23|2|2017-10-01
12056|2XL|grau|Nike|63.43|1|7|28|1|2017-10-01
12056|L|grau|Nike|63.43|1|7|28|4|2017-10-01
12056|M|grau|Nike|63.43|1|7|28|3|2017-10-01
12056|XL|grau|Nike|63.43|1|7|28|4|2017-10-01
12061|42|orange|Nike|222.18|1|2|6|1|2017-10-01
12062|38|grau|Nike|126.93|9|37|32|1|2017-10-01
12063|L|weiss|adidas|50.73|1|7|25|1|2017-10-01
12063|M|weiss|adidas|50.73|1|7|25|7|2017-10-01
12063|S|weiss|adidas|50.73|1|7|25|1|2017-10-01
12063|XL|weiss|adidas|50.73|1|7|25|1|2017-10-01
12065|L ( 40/42 )|grau|Nike|38.03|9|10|25|1|2017-10-01
12067|M ( 38/40 )|weiss|Nike|22.79|1|7|8|1|2017-10-01
12067|S ( 34/36 )|weiss|Nike|22.79|1|7|8|1|2017-10-01
12071|L|blau|Converse|31.68|9|10|25|2|2017-10-01
12079|45,5|grau|Nike|152.33|9|18|32|1|2017-10-01
12080|40,5|schwarz|Nike|368.23|1|2|3|1|2017-10-01
12083|2|gruen|Jako|15.17|1|7|8|2|2017-10-01
12086|31|schwarz|adidas|57.08|1|37|6|1|2017-11-21
12086|37 1/3|schwarz|adidas|57.08|1|37|6|1|2017-11-21
12086|38 2/3|schwarz|adidas|57.08|1|37|6|1|2017-11-21
12093|42|orange|Nike|222.18|1|2|6|1|2017-10-01
12093|42,5|orange|Nike|222.18|1|2|6|1|2017-10-01
12093|43|orange|Nike|222.18|1|2|6|1|2017-10-01
12093|44|orange|Nike|222.18|1|2|6|1|2017-10-01
12093|45|orange|Nike|222.18|1|2|6|1|2017-10-01
12093|45,5|orange|Nike|222.18|1|2|6|1|2017-10-01
12094|L|blau|adidas|18.98|1|7|21|4|2017-10-01
12094|M|blau|adidas|18.98|1|7|21|2|2017-10-01
12094|S|blau|adidas|18.98|1|7|21|2|2017-10-01
12094|XL|blau|adidas|18.98|1|7|21|3|2017-10-01
12096|37,5|silber|Nike|139.63|9|37|32|1|2017-10-01
12100|L|schwarz|Jako|38.03|1|7|8|2|2017-10-01
12100|M|schwarz|Jako|38.03|1|7|8|2|2017-10-01
12100|S|schwarz|Jako|38.03|1|7|8|1|2017-10-01
12101|L ( 152-158 )|weiss|Nike|57.08|1|7|21|1|2017-10-01
12101|XL ( 158-170 )|weiss|Nike|57.08|1|7|21|1|2017-10-01
12105|L|weiss|adidas|25.33|1|7|21|1|2017-10-01
12105|M|weiss|adidas|25.33|1|7|21|10|2017-10-01
12105|S|weiss|adidas|25.33|1|7|21|4|2017-10-01
12105|XL|weiss|adidas|25.33|1|7|21|4|2017-10-01
12107|L|blau|Nike|63.43|15|16||6|2017-10-01
12107|M|blau|Nike|63.43|15|16||4|2017-10-01
12111|3XL|blau|adidas|50.73|1|7|23|1|2017-10-23
12111|L|blau|adidas|50.73|1|7|23|1|2017-10-23
12111|M|blau|adidas|50.73|1|7|23|4|2017-10-23
12111|S|blau|adidas|50.73|1|7|23|1|2017-10-23
12111|XL|blau|adidas|50.73|1|7|23|2|2017-10-23
12111|XS|blau|adidas|50.73|1|7|23|1|2017-10-23
12112|XS ( 32 )|schwarz|adidas|44.38|1|7|8|1|2017-10-01
12115|L|schwarz|Jako|29.14|1|7|29|1|2017-10-01
12115|S|schwarz|Jako|29.14|1|7|29|1|2017-10-01
12117|XL ( 158-170 )|weiss|Nike|18.98|1|7|25|1|2017-11-23
12119|M|grau|Converse|38.03|9|10|25|1|2017-11-17
12119|S|grau|Converse|38.03|9|10|25|1|2017-11-17
12122|41|schwarz|Nike|228.53|1|2|4|1|2017-10-01
12122|42|schwarz|Nike|228.53|1|2|4|1|2017-10-01
12125|L|gruen|Nike|44.38|15|33||10|2017-12-05
12125|M|gruen|Nike|44.38|15|33||31|2017-12-05
12125|S|gruen|Nike|44.38|15|33||2|2017-12-05
12125|XL|gruen|Nike|44.38|15|33||2|2017-12-05
12132|L|gruen|Jako|38.03|15|33||1|2017-10-01
12133|42,5|orange|Nike|114.23|1|2|4|1|2017-10-01
12139|39|schwarz|Nike|114.23|1|2|6|4|2017-12-14
12139|40|schwarz|Nike|114.23|1|2|6|3|2017-12-14
12139|40,5|schwarz|Nike|114.23|1|2|6|1|2017-12-14
12139|41|schwarz|Nike|114.23|1|2|6|3|2017-12-14
12139|42|schwarz|Nike|114.23|1|2|6|6|2017-12-14
12139|42,5|schwarz|Nike|114.23|1|2|6|7|2017-12-14
12139|43|schwarz|Nike|114.23|1|2|6|1|2017-12-14
12139|44|schwarz|Nike|114.23|1|2|6|2|2017-12-14
12139|44,5|schwarz|Nike|114.23|1|2|6|7|2017-12-14
12139|45|schwarz|Nike|114.23|1|2|6|2|2017-12-14
12139|46|schwarz|Nike|114.23|1|2|6|1|2017-12-14
12139|47|schwarz|Nike|114.23|1|2|6|2|2017-12-14
12140|40,5|schwarz|PUMA|355.53|1|2|3|3|2017-10-01
12140|42|schwarz|PUMA|355.53|1|2|3|2|2017-10-01
12140|42,5|schwarz|PUMA|355.53|1|2|3|1|2017-10-01
12140|43|schwarz|PUMA|355.53|1|2|3|1|2017-10-01
12140|44,5|schwarz|PUMA|355.53|1|2|3|2|2017-10-01
12140|46|schwarz|PUMA|355.53|1|2|3|1|2017-10-01
12141|L|schwarz|Jako|38.03|1|7|25|4|2017-10-01
12141|M|schwarz|Jako|38.03|1|7|25|1|2017-10-01
12141|XL|schwarz|Jako|38.03|1|7|25|1|2017-10-01
12143|2XL|schwarz|adidas|69.78|1|7|20|3|2017-10-01
12143|3XL|schwarz|adidas|69.78|1|7|20|2|2017-10-01
12143|L|schwarz|adidas|69.78|1|7|20|2|2017-10-01
12143|M|schwarz|adidas|69.78|1|7|20|24|2017-10-01
12143|S|schwarz|adidas|69.78|1|7|20|5|2017-10-01
12143|XL|schwarz|adidas|69.78|1|7|20|8|2017-10-01
12143|XS|schwarz|adidas|69.78|1|7|20|3|2017-10-01
12150|L|blau|Nike|29.14|1|7|21|1|2017-12-19
12150|M|blau|Nike|29.14|1|7|21|2|2017-12-19
