pid|size|color|brand|rrp|mainCategory|category|subCategory|releaseDate|stock
12896|XL|blau|adidas|44.38|1|7|16|2017-10-01|3
12896|2XL|blau|adidas|44.38|1|7|16|2017-10-01|1
13888|M|schwarz|Under Armour|38.03|15|24||2017-10-01|2
10635|M|weiss|Under Armour|38.03|15|24||2017-10-01|1
10635|L|weiss|Under Armour|38.03|15|24||2017-10-01|1
20353|M|rot|Under Armour|38.03|15|24||2017-10-01|1
20353|L|rot|Under Armour|38.03|15|24||2017-10-01|1
12238|S|schwarz|Under Armour|44.38|15|33||2017-10-01|2
12238|M|schwarz|Under Armour|44.38|15|33||2017-10-01|3
12238|L|schwarz|Under Armour|44.38|15|33||2017-10-01|2
12238|XL|schwarz|Under Armour|44.38|15|33||2017-10-01|1
14050|M|weiss|Under Armour|44.38|15|33||2017-10-01|6
14050|L|weiss|Under Armour|44.38|15|33||2017-10-01|6
14050|XL|weiss|Under Armour|44.38|15|33||2017-10-01|3
17989|M|blau|Under Armour|44.38|15|33||2017-10-01|1
17989|L|blau|Under Armour|44.38|15|33||2017-10-01|3
12507|M|rot|Under Armour|44.38|15|33||2017-10-01|1
12507|L|rot|Under Armour|44.38|15|33||2017-10-01|6
21980|S|schwarz|adidas|63.43|1|7|14|2017-10-01|1
21980|M|schwarz|adidas|63.43|1|7|14|2017-10-01|2
21980|L|schwarz|adidas|63.43|1|7|14|2017-10-01|1
21980|XL|schwarz|adidas|63.43|1|7|14|2017-10-01|3
21182|L|rot|adidas|29.14|1|7|8|2017-10-01|1
19351|S|schwarz|Nike|126.93|1|7|20|2017-10-01|2
19351|M|schwarz|Nike|126.93|1|7|20|2017-10-01|2
19351|L|schwarz|Nike|126.93|1|7|20|2017-10-01|1
19351|XL|schwarz|Nike|126.93|1|7|20|2017-10-01|1
19351|2XL|schwarz|Nike|126.93|1|7|20|2017-10-01|1
14950|M|schwarz|Hummel|57.08|1|7|16|2017-10-01|1
10866|140|grau|adidas|57.08|1|7|14|2017-10-01|1
10866|152|grau|adidas|57.08|1|7|14|2017-10-01|1
20111|S|weiss|adidas|22.79|1|7|21|2017-10-01|11
20111|M|weiss|adidas|22.79|1|7|21|2017-10-01|17
20111|L|weiss|adidas|22.79|1|7|21|2017-10-01|36
20111|XL|weiss|adidas|22.79|1|7|21|2017-10-01|6
10378|S|rot|adidas|22.79|1|7|21|2017-10-01|19
10378|M|rot|adidas|22.79|1|7|21|2017-10-01|15
10378|L|rot|adidas|22.79|1|7|21|2017-10-01|14
10378|XL|rot|adidas|22.79|1|7|21|2017-10-01|9
10378|2XL|rot|adidas|22.79|1|7|21|2017-10-01|2
14137|S|gelb|adidas|29.14|1|7|21|2017-10-01|1
14137|M|gelb|adidas|29.14|1|7|21|2017-10-01|6
14137|XL|gelb|adidas|29.14|1|7|21|2017-10-01|2
11356|140|rot|adidas|57.08|1|7|14|2017-10-01|1
12970|14 (46-48)|blau|Hummel|12.63|1|7|13|2017-10-01|1
14885|S|gelb|adidas|22.79|1|7|21|2017-10-01|7
14885|M|gelb|adidas|22.79|1|7|21|2017-10-01|7
14885|L|gelb|adidas|22.79|1|7|21|2017-10-01|2
14885|XL|gelb|adidas|22.79|1|7|21|2017-10-01|4
14885|2XL|gelb|adidas|22.79|1|7|21|2017-10-01|2
21337|S|schwarz|adidas|22.79|1|7|21|2017-10-01|1
21337|M|schwarz|adidas|22.79|1|7|21|2017-10-01|18
21337|L|schwarz|adidas|22.79|1|7|21|2017-10-01|26
21337|XL|schwarz|adidas|22.79|1|7|21|2017-10-01|5
21337|2XL|schwarz|adidas|22.79|1|7|21|2017-10-01|3
21541|S|blau|adidas|22.79|1|7|21|2017-10-01|2
21541|M|blau|adidas|22.79|1|7|21|2017-10-01|11
21541|L|blau|adidas|22.79|1|7|21|2017-10-01|1
21541|XL|blau|adidas|22.79|1|7|21|2017-10-01|1
21541|2XL|blau|adidas|22.79|1|7|21|2017-10-01|1
18301|S|blau|adidas|22.79|1|7|21|2017-10-01|2
18301|M|blau|adidas|22.79|1|7|21|2017-10-01|15
18301|L|blau|adidas|22.79|1|7|21|2017-10-01|12
18301|XL|blau|adidas|22.79|1|7|21|2017-10-01|7
18301|2XL|blau|adidas|22.79|1|7|21|2017-10-01|2
17276|S|grau|adidas|22.79|1|7|21|2017-10-01|1
17276|M|grau|adidas|22.79|1|7|21|2017-10-01|9
17276|L|grau|adidas|22.79|1|7|21|2017-10-01|1
17276|XL|grau|adidas|22.79|1|7|21|2017-10-01|5
17276|2XL|grau|adidas|22.79|1|7|21|2017-10-01|1
22681|M|rot|adidas|22.79|1|7|21|2017-10-01|29
22681|L|rot|adidas|22.79|1|7|21|2017-10-01|5
22681|XL|rot|adidas|22.79|1|7|21|2017-10-01|1
22681|2XL|rot|adidas|22.79|1|7|21|2017-10-01|1
16418|S|gruen|adidas|22.79|1|7|21|2017-10-01|1
16418|M|gruen|adidas|22.79|1|7|21|2017-10-01|1
16418|L|gruen|adidas|22.79|1|7|21|2017-10-01|7
16418|XL|gruen|adidas|22.79|1|7|21|2017-10-01|4
16418|2XL|gruen|adidas|22.79|1|7|21|2017-10-01|2
10743|L|gelb|adidas|22.79|1|7|21|2017-10-01|2
10743|XL|gelb|adidas|22.79|1|7|21|2017-10-01|1
19459|S|gruen|adidas|22.79|1|7|21|2017-10-01|3
19459|M|gruen|adidas|22.79|1|7|21|2017-10-01|2
19459|L|gruen|adidas|22.79|1|7|21|2017-10-01|6
19459|XL|gruen|adidas|22.79|1|7|21|2017-10-01|5
20370|S|pink|adidas|22.79|1|7|21|2017-10-01|1
20370|M|pink|adidas|22.79|1|7|21|2017-10-01|12
20370|L|pink|adidas|22.79|1|7|21|2017-10-01|11
20370|XL|pink|adidas|22.79|1|7|21|2017-10-01|2
16992|S|orange|adidas|22.79|1|7|21|2017-10-01|11
16992|M|orange|adidas|22.79|1|7|21|2017-10-01|9
16992|L|orange|adidas|22.79|1|7|21|2017-10-01|2
16992|XL|orange|adidas|22.79|1|7|21|2017-10-01|1
16992|2XL|orange|adidas|22.79|1|7|21|2017-10-01|4
16923|M|weiss|adidas|22.79|1|7|21|2017-10-01|6
16923|L|weiss|adidas|22.79|1|7|21|2017-10-01|3
16923|XL|weiss|adidas|22.79|1|7|21|2017-10-01|3
12004|S|weiss|adidas|22.79|1|7|21|2017-10-01|7
12004|M|weiss|adidas|22.79|1|7|21|2017-10-01|1
12004|L|weiss|adidas|22.79|1|7|21|2017-10-01|4
12004|XL|weiss|adidas|22.79|1|7|21|2017-10-01|1
20656|2XL|blau|adidas|29.14|1|7|25|2017-10-01|1
10953|L|grau|adidas|44.38|1|7|16|2017-10-01|2
10953|XL|grau|adidas|44.38|1|7|16|2017-10-01|10
10953|2XL|grau|adidas|44.38|1|7|16|2017-10-01|3
20980|2XL|schwarz|adidas|25.33|1|7|8|2017-10-01|1
21859|152|schwarz|adidas|57.08|1|7|14|2017-10-01|2
21710|152|blau|adidas|25.33|1|7|25|2017-10-01|1
13500|140|schwarz|adidas|18.98|1|7|21|2017-10-01|2
13500|152|schwarz|adidas|18.98|1|7|21|2017-10-01|3
13500|164|schwarz|adidas|18.98|1|7|21|2017-10-01|2
10405|116|rot|adidas|18.98|1|7|21|2017-10-01|1
10405|128|rot|adidas|18.98|1|7|21|2017-10-01|3
10405|140|rot|adidas|18.98|1|7|21|2017-10-01|1
10405|152|rot|adidas|18.98|1|7|21|2017-10-01|1
10405|164|rot|adidas|18.98|1|7|21|2017-10-01|1
14517|140|gelb|adidas|18.98|1|7|21|2017-10-01|9
14517|152|gelb|adidas|18.98|1|7|21|2017-10-01|2
14517|164|gelb|adidas|18.98|1|7|21|2017-10-01|2
10558|140|weiss|adidas|18.98|1|7|21|2017-10-01|3
22063|152|blau|adidas|18.98|1|7|21|2017-10-01|1
22063|164|blau|adidas|18.98|1|7|21|2017-10-01|4
11100|164|blau|adidas|18.98|1|7|21|2017-10-01|1
13657|164|gruen|adidas|18.98|1|7|21|2017-10-01|1
15076|152|grau|adidas|18.98|1|7|21|2017-10-01|2
22151|116|gruen|adidas|18.98|1|7|21|2017-10-01|1
22151|140|gruen|adidas|18.98|1|7|21|2017-10-01|8
22151|152|gruen|adidas|18.98|1|7|21|2017-10-01|29
22151|164|gruen|adidas|18.98|1|7|21|2017-10-01|30
14789|128|pink|adidas|18.98|1|7|21|2017-10-01|1
14789|140|pink|adidas|18.98|1|7|21|2017-10-01|3
14789|152|pink|adidas|18.98|1|7|21|2017-10-01|5
14789|164|pink|adidas|18.98|1|7|21|2017-10-01|2
16131|128|weiss|adidas|18.98|1|7|21|2017-10-01|1
16131|164|weiss|adidas|18.98|1|7|21|2017-10-01|2
18623|5 ( 43-46 )|gruen|Jako|10.09|1|7|13|2017-10-01|5
17901|M|blau|Nike|63.43|1|7|22|2017-10-01|4
17901|L|blau|Nike|63.43|1|7|22|2017-10-01|42
17901|XL|blau|Nike|63.43|1|7|22|2017-10-01|51
22779|164|schwarz|Jako|35.49|1|7|16|2017-10-01|7
21490|S|schwarz|Jako|41.84|1|7|16|2017-10-01|6
21490|M|schwarz|Jako|41.84|1|7|16|2017-10-01|16
21490|L|schwarz|Jako|41.84|1|7|16|2017-10-01|2
21490|XL|schwarz|Jako|41.84|1|7|16|2017-10-01|1
15890|S|gelb|Jako|38.03|15|33||2017-10-01|1
15890|M|gelb|Jako|38.03|15|33||2017-10-01|1
15890|L|gelb|Jako|38.03|15|33||2017-10-01|1
10733|M ( 140-152 )|schwarz|Nike|114.23|1|7|20|2017-10-01|1
10733|XL ( 158-170 )|schwarz|Nike|114.23|1|7|20|2017-10-01|2
11466|XL ( 158-170 )|blau|Nike|114.23|1|7|20|2017-10-01|1
22524|XL|blau|adidas|38.03|1|7|21|2017-10-01|2
14067|35 - 38|weiss|adidas|15.17|9|10|11|2017-10-01|2
14067|39 - 42|weiss|adidas|15.17|9|10|11|2017-10-01|5
14067|43 - 46|weiss|adidas|15.17|9|10|11|2017-10-01|9
14067|47 - 50|weiss|adidas|15.17|9|10|11|2017-10-01|4
18308|39 - 42|schwarz|adidas|15.17|9|10|11|2017-10-01|12
18308|43 - 46|schwarz|adidas|15.17|9|10|11|2017-10-01|15
18308|47 - 50|schwarz|adidas|15.17|9|10|11|2017-10-01|2
12984|35 - 38|schwarz|adidas|15.17|9|10|11|2017-10-01|4
12984|39 - 42|schwarz|adidas|15.17|9|10|11|2017-10-01|8
12984|43 - 46|schwarz|adidas|15.17|9|10|11|2017-10-01|6
19895|S|blau|adidas|29.14|1|7|21|2017-10-01|1
19895|L|blau|adidas|29.14|1|7|21|2017-10-01|1
19895|XL|blau|adidas|29.14|1|7|21|2017-10-01|1
19895|2XL|blau|adidas|29.14|1|7|21|2017-10-01|1
13455|41|schwarz|Sport2000|32.95|9|18|32|2017-10-01|4
13455|42,5|schwarz|Sport2000|32.95|9|18|32|2017-10-01|13
13455|44|schwarz|Sport2000|32.95|9|18|32|2017-10-01|12
13455|45|schwarz|Sport2000|32.95|9|18|32|2017-10-01|15
13455|46|schwarz|Sport2000|32.95|9|18|32|2017-10-01|6
10950|M|weiss|Nike|44.38|1|7|21|2017-10-01|4
10950|L|weiss|Nike|44.38|1|7|21|2017-10-01|14
10857|M|blau|Nike|44.38|1|7|21|2017-10-01|4
16603|L|blau|Nike|44.38|1|7|21|2017-10-01|1
16818|S|schwarz|Nike|63.43|1|7|22|2017-10-01|18
16818|L|schwarz|Nike|63.43|1|7|22|2017-10-01|14
16818|XL|schwarz|Nike|63.43|1|7|22|2017-10-01|11
16818|2XL|schwarz|Nike|63.43|1|7|22|2017-10-01|3
16030|S|blau|Nike|63.43|1|7|22|2017-10-01|13
16030|L|blau|Nike|63.43|1|7|22|2017-10-01|14
16030|XL|blau|Nike|63.43|1|7|22|2017-10-01|1
11810|S|rot|Nike|63.43|1|7|22|2017-10-01|35
11810|M|rot|Nike|63.43|1|7|22|2017-10-01|168
11810|L|rot|Nike|63.43|1|7|22|2017-10-01|58
11810|XL|rot|Nike|63.43|1|7|22|2017-10-01|40
18923|XL|schwarz|Nike|57.08|1|7|22|2017-10-01|1
16172|S|rot|Nike|57.08|1|7|22|2017-10-01|1
16172|M|rot|Nike|57.08|1|7|22|2017-10-01|32
16172|L|rot|Nike|57.08|1|7|22|2017-10-01|11
15953|S ( 128-140 )|schwarz|Nike|50.73|1|7|22|2017-10-01|3
15953|M ( 140-152 )|schwarz|Nike|50.73|1|7|22|2017-10-01|16
15953|L ( 152-158 )|schwarz|Nike|50.73|1|7|22|2017-10-01|1
11523|S ( 128-140 )|blau|Nike|50.73|1|7|20|2017-10-01|5
11523|M ( 140-152 )|blau|Nike|50.73|1|7|20|2017-10-01|1
11523|L ( 152-158 )|blau|Nike|50.73|1|7|20|2017-10-01|10
11523|XL ( 158-170 )|blau|Nike|50.73|1|7|20|2017-10-01|1
22872|M ( 140-152 )|blau|Nike|50.73|1|7|22|2017-10-01|2
11584|M ( 140-152 )|rot|Nike|50.73|1|7|20|2017-10-01|15
11584|XL ( 158-170 )|rot|Nike|50.73|1|7|20|2017-10-01|4
16423|S|weiss|adidas|29.14|1|7|21|2017-10-01|1
16423|M|weiss|adidas|29.14|1|7|21|2017-10-01|4
16423|L|weiss|adidas|29.14|1|7|21|2017-10-01|77
16423|XL|weiss|adidas|29.14|1|7|21|2017-10-01|39
16423|2XL|weiss|adidas|29.14|1|7|21|2017-10-01|6
16423|3XL|weiss|adidas|29.14|1|7|21|2017-10-01|3
17143|44 2/3|weiss|adidas|126.93|9|18|32|2017-10-01|1
22349|42 2/3|weiss|adidas|120.58|9|18|32|2017-10-01|1
22349|43 1/3|weiss|adidas|120.58|9|18|32|2017-10-01|1
22349|44|weiss|adidas|120.58|9|18|32|2017-10-01|1
17517|M|blau|adidas|29.14|1|7|25|2017-10-01|7
21446|152|blau|adidas|38.03|1|7|16|2017-10-01|5
21446|164|blau|adidas|38.03|1|7|16|2017-10-01|12
21446|176|blau|adidas|38.03|1|7|16|2017-10-01|14
18477|158|grau|adidas|38.03|1|7|16|2017-10-01|1
18477|164|grau|adidas|38.03|1|7|16|2017-10-01|2
18477|176|grau|adidas|38.03|1|7|16|2017-10-01|1
17654|S|blau|adidas|38.03|1|7|8|2017-10-01|11
17654|2XL|blau|adidas|38.03|1|7|8|2017-10-01|1
12489|S|blau|adidas|38.03|1|7|16|2017-10-01|3
12489|M|blau|adidas|38.03|1|7|16|2017-10-01|1
12489|XL|blau|adidas|38.03|1|7|16|2017-10-01|1
13476|38|grau|Erima|57.08|1|7|16|2017-10-01|1
15807|43-46|weiss|Erima|25.33|1|7|11|2017-10-01|1
22599|2 ( Senior )|schwarz|Jako|8.82|1|7|12|2017-10-01|2
15132|5 ( 43-46 )|rot|Jako|11.36|1|7|12|2017-10-01|3
13152|5 ( 43-46 )|blau|Jako|11.36|1|7|12|2017-10-01|1
13891|4 ( 39-42 )|schwarz|Jako|11.36|1|7|12|2017-10-01|1
13891|5 ( 43-46 )|schwarz|Jako|11.36|1|7|12|2017-10-01|9
18761|5 ( 43-46 )|blau|Jako|11.36|1|7|12|2017-10-01|1
18314|5 ( 43-46 )|gelb|Jako|11.36|1|7|12|2017-10-01|1
16978|4 ( 39-42 )|grau|Jako|10.09|1|7|12|2017-10-01|2
16978|5 ( 43-46 )|grau|Jako|10.09|1|7|12|2017-10-01|29
14069|4 ( 39-42 )|gruen|Jako|11.36|1|7|11|2017-10-01|3
11514|S|weiss|Jako|29.14|1|7|29|2017-10-01|2
11514|M|weiss|Jako|29.14|1|7|29|2017-10-01|3
11514|XL|weiss|Jako|29.14|1|7|29|2017-10-01|2
12115|S|schwarz|Jako|29.14|1|7|29|2017-10-01|1
12115|L|schwarz|Jako|29.14|1|7|29|2017-10-01|3
22240|XL|schwarz|Jako|13.9|1|7|25|2017-10-01|2
16456|XL|schwarz|Jako|29.14|1|7|8|2017-10-01|1
19481|164|weiss|Jako|35.49|1|7|14|2017-10-01|1
20536|S|rot|Jako|38.03|15|33||2017-10-01|2
20536|M|rot|Jako|38.03|15|33||2017-10-01|1
20536|L|rot|Jako|38.03|15|33||2017-10-01|2
17027|M|blau|Jako|38.03|15|33||2017-10-01|1
15652|S|gruen|Jako|38.03|15|33||2017-10-01|1
15652|M|gruen|Jako|38.03|15|33||2017-10-01|1
15652|L|gruen|Jako|38.03|15|33||2017-10-01|2
22073|S|blau|Jako|38.03|15|33||2017-10-01|2
22073|M|blau|Jako|38.03|15|33||2017-10-01|1
17228|XL|orange|Jako|38.03|15|33||2017-10-01|1
14383|164/176|rot|Jako|31.68|15|33||2017-10-01|2
18296|140/152|gruen|Jako|31.68|15|33||2017-10-01|2
18296|164/176|gruen|Jako|31.68|15|33||2017-10-01|2
14198|164/176|blau|Jako|31.68|15|33||2017-10-01|1
15583|L|weiss|Jako|44.38|15|33||2017-10-01|1
14633|S|gelb|Jako|44.38|15|33||2017-10-01|1
11507|M|blau|Jako|44.38|15|33||2017-10-01|1
20578|S|schwarz|Jako|44.38|15|33||2017-10-01|1
20578|M|schwarz|Jako|44.38|15|33||2017-10-01|1
22366|S|weiss|Jako|38.03|15|16||2017-10-01|1
22366|M|weiss|Jako|38.03|15|16||2017-10-01|1
22366|L|weiss|Jako|38.03|15|16||2017-10-01|1
17592|S|schwarz|Jako|38.03|15|16||2017-10-01|10
17592|M|schwarz|Jako|38.03|15|16||2017-10-01|7
17592|L|schwarz|Jako|38.03|15|16||2017-10-01|4
17592|XL|schwarz|Jako|38.03|15|16||2017-10-01|2
16254|140/152|weiss|Jako|32.95|15|16||2017-10-01|1
16254|164/176|weiss|Jako|32.95|15|16||2017-10-01|1
11803|140/152|schwarz|Jako|32.95|15|16||2017-10-01|3
11803|164/176|schwarz|Jako|32.95|15|16||2017-10-01|2
10001|L|schwarz|Jako|38.03|1|7|16|2017-10-01|2
22522|M|grau|Jako|38.03|1|7|16|2017-10-01|1
22522|L|grau|Jako|38.03|1|7|16|2017-10-01|2
17067|S|grau|Jako|38.03|1|7|16|2017-10-01|1
18962|M|blau|Jako|126.93|1|7|20|2017-10-01|5
18962|L|blau|Jako|126.93|1|7|20|2017-10-01|2
18962|XL|blau|Jako|126.93|1|7|20|2017-10-01|2
12100|S|schwarz|Jako|38.03|1|7|8|2017-10-01|1
12100|M|schwarz|Jako|38.03|1|7|8|2017-10-01|1
12100|L|schwarz|Jako|38.03|1|7|8|2017-10-01|7
11888|164|schwarz|Jako|31.68|1|7|8|2017-10-01|1
20550|S|blau|Jako|41.84|1|7|16|2017-10-01|3
20550|M|blau|Jako|41.84|1|7|16|2017-10-01|2
18946|S|schwarz|Jako|44.38|1|7|16|2017-10-01|4
18946|M|schwarz|Jako|44.38|1|7|16|2017-10-01|2
18946|L|schwarz|Jako|44.38|1|7|16|2017-10-01|6
18946|XL|schwarz|Jako|44.38|1|7|16|2017-10-01|1
12898|L|blau|Jako|44.38|1|7|16|2017-10-01|5
22233|M|schwarz|Jako|29.14|15|16||2017-10-01|7
22233|L|schwarz|Jako|29.14|15|16||2017-10-01|5
18062|M|weiss|Jako|31.68|15|16||2017-10-01|2
17153|M|rot|Jako|31.68|15|16||2017-10-01|3
17153|L|rot|Jako|31.68|15|16||2017-10-01|3
17336|M|gelb|Jako|31.68|15|16||2017-10-01|2
14013|M|blau|Jako|31.68|15|16||2017-10-01|2
14013|L|blau|Jako|31.68|15|16||2017-10-01|3
14013|XL|blau|Jako|31.68|15|16||2017-10-01|3
20912|XL|gruen|Jako|31.68|15|16||2017-10-01|2
19202|M|schwarz|Jako|31.68|15|16||2017-10-01|2
19202|L|schwarz|Jako|31.68|15|16||2017-10-01|6
21078|S|schwarz|Jako|38.03|1|7|16|2017-10-01|2
21078|M|schwarz|Jako|38.03|1|7|16|2017-10-01|2
21078|L|schwarz|Jako|38.03|1|7|16|2017-10-01|4
21078|XL|schwarz|Jako|38.03|1|7|16|2017-10-01|3
19935|M|schwarz|Uhlsport|35.49|1|7|16|2017-10-01|1
12537|42|schwarz|Nike|126.93|9|18|32|2017-10-01|1
12537|42,5|schwarz|Nike|126.93|9|18|32|2017-10-01|1
12537|44|schwarz|Nike|126.93|9|18|32|2017-10-01|4
12537|46|schwarz|Nike|126.93|9|18|32|2017-10-01|1
22228|43|schwarz|Nike|139.63|9|18|32|2017-10-01|1
22591|M|blau|Nike|177.73|1|7|22|2017-10-01|1
22591|L|blau|Nike|177.73|1|7|22|2017-10-01|10
10809|S|blau|PUMA|63.43|15|33||2017-10-01|1
10809|M|blau|PUMA|63.43|15|33||2017-10-01|2
10809|L|blau|PUMA|63.43|15|33||2017-10-01|3
11411|S|schwarz|PUMA|63.43|15|33||2017-10-01|1
11411|M|schwarz|PUMA|63.43|15|33||2017-10-01|2
11411|L|schwarz|PUMA|63.43|15|33||2017-10-01|3
11411|XL|schwarz|PUMA|63.43|15|33||2017-10-01|1
11411|3XL|schwarz|PUMA|63.43|15|33||2017-10-01|1
12319|S|weiss|PUMA|63.43|15|33||2017-10-01|2
12319|M|weiss|PUMA|63.43|15|33||2017-10-01|2
12319|L|weiss|PUMA|63.43|15|33||2017-10-01|1
20392|S|rot|PUMA|44.38|15|33||2017-10-01|2
20392|M|rot|PUMA|44.38|15|33||2017-10-01|2
20392|L|rot|PUMA|44.38|15|33||2017-10-01|1
20053|S|blau|PUMA|44.38|15|33||2017-10-01|2
20053|M|blau|PUMA|44.38|15|33||2017-10-01|3
20053|L|blau|PUMA|44.38|15|33||2017-10-01|3
20053|XL|blau|PUMA|44.38|15|33||2017-10-01|3
12236|S|schwarz|PUMA|44.38|15|33||2017-10-01|7
12236|M|schwarz|PUMA|44.38|15|33||2017-10-01|23
12236|L|schwarz|PUMA|44.38|15|33||2017-10-01|12
12236|XL|schwarz|PUMA|44.38|15|33||2017-10-01|9
12236|2XL|schwarz|PUMA|44.38|15|33||2017-10-01|2
15946|S|weiss|PUMA|44.38|15|33||2017-10-01|1
15946|M|weiss|PUMA|44.38|15|33||2017-10-01|9
15946|L|weiss|PUMA|44.38|15|33||2017-10-01|1
15946|XL|weiss|PUMA|44.38|15|33||2017-10-01|1
11739|M|gruen|PUMA|44.38|15|33||2017-10-01|11
11739|L|gruen|PUMA|44.38|15|33||2017-10-01|2
11739|XL|gruen|PUMA|44.38|15|33||2017-10-01|1
20659|M|blau|PUMA|44.38|15|33||2017-10-01|1
20659|XL|blau|PUMA|44.38|15|33||2017-10-01|2
19027|S|gelb|PUMA|44.38|15|33||2017-10-01|1
19027|L|gelb|PUMA|44.38|15|33||2017-10-01|6
19027|XL|gelb|PUMA|44.38|15|33||2017-10-01|5
10925|S|orange|PUMA|44.38|15|33||2017-10-01|1
10925|M|orange|PUMA|44.38|15|33||2017-10-01|12
10925|L|orange|PUMA|44.38|15|33||2017-10-01|3
10925|XL|orange|PUMA|44.38|15|33||2017-10-01|4
19537|M|lila|PUMA|44.38|15|33||2017-10-01|1
18076|S|blau|PUMA|44.38|15|33||2017-10-01|1
18076|L|blau|PUMA|44.38|15|33||2017-10-01|3
18076|XL|blau|PUMA|44.38|15|33||2017-10-01|1
21517|L|orange|PUMA|44.38|15|33||2017-10-01|3
21431|M|blau|PUMA|38.03|15|24||2017-10-01|1
12597|M|schwarz|PUMA|38.03|15|24||2017-10-01|5
12597|L|schwarz|PUMA|38.03|15|24||2017-10-01|2
15497|M|weiss|PUMA|38.03|15|24||2017-10-01|2
15497|L|weiss|PUMA|38.03|15|24||2017-10-01|1
11183|M|blau|PUMA|38.03|15|24||2017-10-01|1
11183|XL|blau|PUMA|38.03|15|24||2017-10-01|1
14443|XL|gelb|PUMA|38.03|15|24||2017-10-01|1
17240|S|schwarz|PUMA|57.08|15|16||2017-10-01|4
17240|M|schwarz|PUMA|57.08|15|16||2017-10-01|5
17240|L|schwarz|PUMA|57.08|15|16||2017-10-01|14
17240|XL|schwarz|PUMA|57.08|15|16||2017-10-01|5
17240|2XL|schwarz|PUMA|57.08|15|16||2017-10-01|2
13931|S|schwarz|PUMA|44.38|15|16||2017-10-01|12
13931|M|schwarz|PUMA|44.38|15|16||2017-10-01|87
13931|L|schwarz|PUMA|44.38|15|16||2017-10-01|18
13931|XL|schwarz|PUMA|44.38|15|16||2017-10-01|22
13931|2XL|schwarz|PUMA|44.38|15|16||2017-10-01|1
22589|XL|rot|PUMA|31.68|15|16||2017-10-01|1
18604|XL|blau|PUMA|31.68|15|16||2017-10-01|1
12360|S|schwarz|PUMA|31.68|15|16||2017-10-01|1
12360|M|schwarz|PUMA|31.68|15|16||2017-10-01|10
12360|XL|schwarz|PUMA|31.68|15|16||2017-10-01|1
17012|S|gelb|PUMA|31.68|15|16||2017-10-01|1
17012|L|gelb|PUMA|31.68|15|16||2017-10-01|2
17012|XL|gelb|PUMA|31.68|15|16||2017-10-01|2
20023|XL|rot|PUMA|31.68|15|16||2017-10-01|1
10807|XL|lila|PUMA|31.68|15|16||2017-10-01|1
19349|S|schwarz|Nike|177.73|1|7|20|2017-10-01|10
19349|M|schwarz|Nike|177.73|1|7|20|2017-10-01|9
10111|XL|blau|Nike|57.08|1|7|20|2017-10-01|3
17545|L|blau|Nike|126.93|1|7|20|2017-10-01|1
17158|L ( 152-158 )|schwarz|Nike|44.38|1|7|20|2017-10-01|3
17158|XL ( 158-170 )|schwarz|Nike|44.38|1|7|20|2017-10-01|5
19581|XL ( 158-170 )|rot|Nike|44.38|1|7|20|2017-10-01|1
22307|M ( 140-152 )|schwarz|Nike|165.03|1|7|20|2017-10-01|1
22307|L ( 152-158 )|schwarz|Nike|165.03|1|7|20|2017-10-01|3
14407|L ( 152-158 )|blau|Nike|165.03|1|7|20|2017-10-01|1
14407|XL ( 158-170 )|blau|Nike|165.03|1|7|20|2017-10-01|2
15211|S ( 128-140 )|schwarz|Nike|25.33|1|7|25|2017-10-01|1
15211|L ( 152-158 )|schwarz|Nike|25.33|1|7|25|2017-10-01|6
15211|XL ( 158-170 )|schwarz|Nike|25.33|1|7|25|2017-10-01|7
10924|S ( 128-140 )|weiss|Nike|25.33|1|7|25|2017-10-01|6
10924|M ( 140-152 )|weiss|Nike|25.33|1|7|25|2017-10-01|1
15664|M ( 140-152 )|blau|Nike|25.33|1|7|25|2017-10-01|1
15664|XL ( 158-170 )|blau|Nike|25.33|1|7|25|2017-10-01|1
18954|L ( 152-158 )|rot|Nike|25.33|1|7|25|2017-10-01|4
13203|L ( 152-158 )|schwarz|Nike|69.78|1|7|20|2017-10-01|2
15438|L ( 152-158 )|schwarz|Nike|50.73|1|7|21|2017-10-01|1
15438|XL ( 158-170 )|schwarz|Nike|50.73|1|7|21|2017-10-01|1
12552|S ( 128-140 )|grau|Nike|50.73|1|7|21|2017-10-01|1
12552|M ( 140-152 )|grau|Nike|50.73|1|7|21|2017-10-01|1
12552|L ( 152-158 )|grau|Nike|50.73|1|7|21|2017-10-01|1
12552|XL ( 158-170 )|grau|Nike|50.73|1|7|21|2017-10-01|2
16980|S|weiss|adidas|29.14|1|7|21|2017-10-01|1
14436|2XL|orange|adidas|29.14|1|7|21|2017-10-01|1
16060|140|schwarz|adidas|50.73|1|7|14|2017-10-01|1
10363|XL (46-48,5)|lila|Nike|15.17|1|7|13|2017-10-01|1
21353|140|weiss|adidas|25.33|1|7|21|2017-10-01|1
21353|152|weiss|adidas|25.33|1|7|21|2017-10-01|1
21353|164|weiss|adidas|25.33|1|7|21|2017-10-01|1
15100|YM 135-147,5|weiss|Under Armour|38.03|15|16||2017-10-01|1
20763|S ( 34-38 )|gelb|Nike|15.17|1|7|13|2017-10-01|3
17019|S|schwarz|Under Armour|63.43|15|16||2017-10-01|1
17019|M|schwarz|Under Armour|63.43|15|16||2017-10-01|13
17019|L|schwarz|Under Armour|63.43|15|16||2017-10-01|13
