pid|size|date|TRUE|Pre
13474|L|2018/1/6|1|0.16710782
13185|M|2018/1/6|1|0.255766669
13185|L|2018/1/6|0|0.247311095
13394|M|2018/1/6|0|-0.11418456800000001
22343|M|2018/1/6|0|0.134313509
17009|XL|2018/1/6|0|0.012979272
17009|2XL|2018/1/6|0|0.329137685
19171|152|2018/1/6|0|-0.084868068
19171|176|2018/1/6|0|-0.033389873
12063|M|2018/1/6|0|0.235222698
12094|M|2018/1/6|0|-0.031410395
12094|XL|2018/1/6|0|-0.067024236
11890|S|2018/1/6|0|-0.032543092999999995
22823|M|2018/1/6|0|-0.016509242
22823|L|2018/1/6|0|-0.046338559
22823|XL|2018/1/6|0|0.27354727
12585|XL|2018/1/6|0|0.152803382
12786|M|2018/1/6|0|0.286649401
12786|XL|2018/1/6|0|0.217767336
15143|S|2018/1/6|0|0.596219971
15143|M|2018/1/6|0|0.057099795999999994
15143|L|2018/1/6|0|0.080107623
15143|XL|2018/1/6|0|0.14988329
10063|XL|2018/1/6|0|0.103409185
19196|M|2018/1/6|0|0.150407232
19196|XL|2018/1/6|0|0.23533865899999998
18702|140|2018/1/6|0|-0.122116114
15266|140|2018/1/6|0|-0.035176384
18861|164|2018/1/6|0|0.322540172
14735|116|2018/1/6|0|0.096267777
15169|M|2018/1/6|0|0.111940804
15169|XL|2018/1/6|0|0.054206245
17705|M|2018/1/6|0|-0.114308279
21041|M|2018/1/6|0|0.14534841099999998
21041|L|2018/1/6|0|0.091111988
14509|M|2018/1/6|0|0.209311076
14509|L|2018/1/6|0|0.225478746
15019|L|2018/1/6|0|0.186789729
21476|L|2018/1/6|0|-0.075460098
18819|M|2018/1/6|0|-0.064389154
15663|L|2018/1/6|0|-0.10418378199999999
11826|XL|2018/1/6|0|0.018668623
13087|L|2018/1/6|0|0.303731627
19984|M|2018/1/6|0|-0.230322448
18513|S|2018/1/6|0|-0.059511347
15092|128|2018/1/6|0|0.054655657
15092|140|2018/1/6|0|0.021786778
15092|152|2018/1/6|0|0.19300330899999998
15092|164|2018/1/6|2|0.08904439800000001
20450|S|2018/1/6|0|-0.0055665540000000005
20450|M|2018/1/6|0|0.007974815
17575|M|2018/1/6|0|0.129777963
19659|L|2018/1/6|0|0.032285764
11768|S|2018/1/6|0|-0.063612522
11768|M|2018/1/6|0|-0.030575735
13534|1 ( Junior)|2018/1/6|0|0.333228337
12161|1 ( Junior)|2018/1/6|0|0.527107153
12687|38|2018/1/6|0|0.102824389
10084|M|2018/1/6|0|-0.053255143
11475|S|2018/1/6|0|0.186180872
11475|M|2018/1/6|0|0.121281419
11475|L|2018/1/6|0|0.215332419
21733|44 2/3|2018/1/6|0|0.290683804
22008|M|2018/1/6|0|0.176894078
20622|L|2018/1/6|0|0.17157558899999997
15097|M|2018/1/6|0|0.587944836
15097|L|2018/1/6|0|0.024817867999999996
12273|45 1/3|2018/1/6|0|0.276463293
22574|41 1/3|2018/1/6|0|0.17137399399999997
22574|42|2018/1/6|0|0.140793496
22574|42 2/3|2018/1/6|0|0.053924691
22574|43 1/3|2018/1/6|0|-0.13696487699999998
22574|44|2018/1/6|0|-0.019972076999999998
17836|44|2018/1/6|0|0.24869971
15638|44|2018/1/6|0|0.280533333
17412|43 1/3|2018/1/6|0|0.272611795
15041|44|2018/1/6|0|0.045804222
10339|41 1/3|2018/1/6|0|0.608449992
10339|44|2018/1/6|0|0.148029691
10339|44 2/3|2018/1/6|0|0.129091716
12132|L|2018/1/6|0|0.443185981
12219|43|2018/1/6|0|-0.128752344
20028|M|2018/1/6|0|-0.139908628
13901|L|2018/1/6|0|0.00413608
19855|41|2018/1/6|0|0.024934924
19855|44|2018/1/6|0|-0.028454166
14080|40|2018/1/6|0|-0.004897973
14080|44|2018/1/6|0|0.291689755
14275|44,5|2018/1/6|0|-0.021583572999999998
17361|43|2018/1/6|0|0.043298755999999994
12250|46|2018/1/6|0|0.159843417
15999|35|2018/1/6|0|0.083041298
20138|42,5|2018/1/6|1|0.288826982
17062|45,5|2018/1/6|0|0.23314849699999998
13377|43|2018/1/6|0|0.27118752399999996
11459|41|2018/1/6|0|0.062611995
20825|M ( 38-42 )|2018/1/6|0|0.376730126
19695|M ( 38-42 )|2018/1/6|0|0.09395906
14268|L ( 42-46 )|2018/1/6|0|0.34306886299999995
16170|M ( 38-42 )|2018/1/6|0|0.238352095
15194|M ( 38-42 )|2018/1/6|0|-0.01718812
15194|L ( 42-46 )|2018/1/6|0|-0.00763024
20900|S ( 34-38 )|2018/1/6|0|0.103691335
20900|M ( 38-42 )|2018/1/6|0|0.503437791
15934|XL|2018/1/6|0|0.176022505
13265|XL ( 158-170 )|2018/1/6|1|-0.056907072999999996
15625|XL ( 158-170 )|2018/1/6|0|0.09291069800000001
13713|S ( 34/36 )|2018/1/6|0|0.112577525
19393|L ( 40/42 )|2018/1/6|0|0.40083523
13031|XS ( 32/34 )|2018/1/6|0|-0.025048172
13031|M ( 38/40 )|2018/1/6|0|-0.075614292
12394|L ( 152-158 )|2018/1/6|0|0.49247351
17304|43|2018/1/6|0|0.48957946
18900|41 - 44|2018/1/6|0|-0.073962954
22342|M|2018/1/6|0|-0.077523387
21465|M|2018/1/6|0|-0.044209739000000005
10219|XL|2018/1/6|0|-0.134328669
11381|43|2018/1/6|1|0.0051869920000000005
11381|46|2018/1/6|0|0.10881185800000001
19837|M|2018/1/6|0|-0.06393812900000001
15585|164|2018/1/6|0|0.180011244
19058|37,5|2018/1/6|0|0.316354779
19058|38,5|2018/1/6|0|0.172998553
15207|42 2/3|2018/1/6|0|-0.101164188
22587|44|2018/1/6|0|0.162969949
22803|42 2/3|2018/1/6|0|-0.14693566800000002
22803|43 1/3|2018/1/6|0|-0.07895629400000001
22803|44|2018/1/6|0|-0.132347703
15095|44 2/3|2018/1/6|0|0.181905436
18339|39 1/3|2018/1/6|0|0.08918795800000001
18339|42 2/3|2018/1/6|0|0.250543849
18339|43 1/3|2018/1/6|0|-0.073657449
18339|44 2/3|2018/1/6|0|0.228849267
18339|45 1/3|2018/1/6|0|0.022628002999999997
13618|43 1/3|2018/1/6|0|0.250204584
16036|45 1/3|2018/1/6|0|0.026564862
22170|42|2018/1/6|0|0.255429495
22170|42 2/3|2018/1/6|1|0.248478578
22170|44 2/3|2018/1/6|0|-0.074299207
12352|42|2018/1/6|0|0.30773793899999996
12352|43 1/3|2018/1/6|0|0.412891454
15311|42|2018/1/6|0|-0.0075050659999999995
11078|42 2/3|2018/1/6|0|0.022961592000000003
11078|44 2/3|2018/1/6|0|0.34791376799999996
11078|46|2018/1/6|0|0.357597778
14672|41 1/3|2018/1/6|0|0.5853488729999999
14672|42 2/3|2018/1/6|0|-0.065924426
14672|43 1/3|2018/1/6|0|0.0029245609999999996
14672|44|2018/1/6|1|0.00047144900000000003
14672|45 1/3|2018/1/6|0|0.563931495
14672|47 1/3|2018/1/6|0|0.073741215
10353|46|2018/1/6|0|0.774116805
15485|44 2/3|2018/1/6|0|-0.23748693199999998
10760|43 1/3|2018/1/6|0|-0.134152249
10119|40 2/3|2018/1/6|0|0.062093243
10312|46|2018/1/6|1|-0.058040907999999995
11364|42 2/3|2018/1/6|0|0.141558343
11364|43 1/3|2018/1/6|0|-0.002280721
11364|44 2/3|2018/1/6|0|0.248134098
11266|46|2018/1/6|0|0.233066964
11234|45 1/3|2018/1/6|0|0.161244115
21578|38|2018/1/6|0|0.183439811
19474|46 2/3|2018/1/6|0|0.232679835
11093|43 1/3|2018/1/6|0|0.45023766299999995
11093|44 2/3|2018/1/6|0|0.535918976
11093|45 1/3|2018/1/6|0|0.46338653399999996
21575|45 1/3|2018/1/6|0|0.338945855
19229|40 2/3|2018/1/6|0|0.004503507
19229|46 2/3|2018/1/6|0|-0.04942448
19229|47 1/3|2018/1/6|0|0.044583282
14408|39 1/3|2018/1/6|0|0.022425211
14408|44|2018/1/6|1|0.19992673100000002
16107|43 1/3|2018/1/6|0|0.093220561
17237|37 1/3|2018/1/6|0|-0.036755067999999995
17861|42 2/3|2018/1/6|1|0.020858551
17861|43 1/3|2018/1/6|1|0.219694837
17861|44 2/3|2018/1/6|0|0.34075709
14990|41 1/3|2018/1/6|0|0.054238749
18060|39 1/3|2018/1/6|0|0.071837552
18060|40|2018/1/6|0|-0.008325493
18060|42|2018/1/6|0|-0.025739641
18060|46|2018/1/6|0|-0.029787141
14129|47 1/3|2018/1/6|0|-0.046602845
10416|39 1/3|2018/1/6|0|0.10114635699999999
10416|40|2018/1/6|0|0.04551879599999999
10416|40 2/3|2018/1/6|0|0.062275369000000004
10416|42|2018/1/6|0|0.07564081
10416|42 2/3|2018/1/6|0|0.22554574
10416|43 1/3|2018/1/6|2|0.37864073299999995
10416|44|2018/1/6|1|0.19122312
10416|44 2/3|2018/1/6|1|0.34486585299999994
10416|45 1/3|2018/1/6|1|0.34922720799999996
10416|46|2018/1/6|1|0.376983064
10416|46 2/3|2018/1/6|1|0.012951127
10416|47 1/3|2018/1/6|0|0.120303495
11817|44|2018/1/6|0|0.143384145
17578|42 2/3|2018/1/6|0|0.045995403
17578|43 1/3|2018/1/6|0|0.207973081
10227|44 2/3|2018/1/6|0|0.144762175
22354|41 1/3|2018/1/6|0|0.011175826000000002
22354|42 2/3|2018/1/6|0|0.605598631
14919|38|2018/1/6|0|-0.008557963
14919|38 2/3|2018/1/6|0|0.012208631000000001
22268|42 2/3|2018/1/6|0|-0.239572504
15099|43 1/3|2018/1/6|1|0.575181226
18534|42 2/3|2018/1/6|0|0.393232404
22021|M|2018/1/6|0|0.10757029
22021|L|2018/1/6|1|0.19579978399999998
15915|S|2018/1/6|1|0.31386359
15915|M|2018/1/6|0|0.23189293100000002
15915|L|2018/1/6|1|0.328883769
15915|XL|2018/1/6|0|0.28021860600000004
19744|M|2018/1/6|0|0.045980697
19661|S|2018/1/6|0|0.24529649
19661|M|2018/1/6|0|-0.103373707
20253|S|2018/1/6|0|0.132881384
21177|L ( 40/42 )|2018/1/6|0|0.43600316100000003
21326|L|2018/1/6|0|0.061149257
10664|L|2018/1/6|0|-0.020238246
20946|M|2018/1/6|0|-0.041304502
20946|L|2018/1/6|0|-0.140025739
16251|L|2018/1/6|0|-0.023723467999999998
14939|M|2018/1/6|0|-0.06411219
22669|M|2018/1/6|0|0.083932509
22669|L|2018/1/6|0|0.098032422
13224|M|2018/1/6|0|0.046808700999999994
15962|M|2018/1/6|0|0.178668947
22462|L ( 40/42 )|2018/1/6|0|0.125611545
19231|M ( 38/40 )|2018/1/6|0|-0.051417700999999996
19231|L ( 40/42 )|2018/1/6|0|0.108923559
19909|L|2018/1/6|0|-0.17587139300000001
18806|S|2018/1/6|0|-0.04851310599999999
18806|M|2018/1/6|0|0.143612071
18806|L|2018/1/6|0|-0.070656211
12734|L|2018/1/6|0|0.18388225100000002
16876|L|2018/1/6|0|0.08634678900000001
15880|S|2018/1/6|0|0.03251051
15880|M|2018/1/6|0|-0.09768849199999999
15472|M|2018/1/6|0|-0.047976207
11350|M|2018/1/6|0|-0.045997867000000005
11350|L|2018/1/6|0|-0.08234845
12040|M ( 38/40 )|2018/1/6|0|-0.064730451
17242|38,5|2018/1/6|0|0.048892150999999995
19280|39|2018/1/6|0|0.205144716
19280|40|2018/1/6|0|0.008521481
19280|40,5|2018/1/6|0|0.00741623
10421|40,5|2018/1/6|0|0.026832099999999998
10421|46|2018/1/6|0|-0.14277747400000002
14238|39|2018/1/6|0|0.155589051
14238|43|2018/1/6|0|0.319334207
11784|41|2018/1/6|0|0.219008349
11784|42,5|2018/1/6|0|0.393632789
11784|43|2018/1/6|0|0.359018711
10085|42|2018/1/6|0|0.145310618
20937|42,5|2018/1/6|0|0.118008882
11787|41|2018/1/6|0|0.114512343
13226|46|2018/1/6|0|0.178109347
18313|42,5|2018/1/6|0|0.141103389
13572|40,5|2018/1/6|0|0.23631122
12093|43|2018/1/6|0|0.301566297
12093|44|2018/1/6|0|0.167617023
17534|43|2018/1/6|0|0.396656456
15839|36,5|2018/1/6|0|0.267676024
11166|36|2018/1/6|0|0.078324883
12230|41|2018/1/6|0|-0.088503308
17679|40,5|2018/1/6|0|-0.028381989
19601|42,5|2018/1/6|0|0.167595781
19601|44|2018/1/6|0|0.82153736
21876|43|2018/1/6|0|-0.04522505
15752|42|2018/1/6|0|0.163505818
15752|44,5|2018/1/6|0|-0.054876022
15752|45,5|2018/1/6|0|-0.032658459
15752|47|2018/1/6|0|-0.059181544
22613|43|2018/1/6|0|-0.11423079
22613|44|2018/1/6|0|-0.151528134
22613|44,5|2018/1/6|0|-0.160735715
14906|37,5|2018/1/6|0|0.052540629000000005
14654|36|2018/1/6|0|0.034663684
19913|40,5|2018/1/6|0|0.130978901
10275|42|2018/1/6|0|0.20430179399999998
10275|43|2018/1/6|0|-0.118236756
20905|41|2018/1/6|0|0.437389542
20614|43|2018/1/6|0|-0.023460084
20614|44|2018/1/6|0|0.729810278
20614|47|2018/1/6|0|0.053397887000000005
20514|45|2018/1/6|0|0.249591173
20514|45,5|2018/1/6|0|0.089378859
16918|44,5|2018/1/6|0|0.19652741399999998
16918|45|2018/1/6|0|0.395061
16352|37,5|2018/1/6|0|-0.0027506270000000003
16153|34|2018/1/6|0|0.040445812000000005
13607|40|2018/1/6|0|0.187098011
14986|44|2018/1/6|0|0.132827812
15277|44|2018/1/6|0|0.133215899
19422|44|2018/1/6|0|0.09075077
13791|42,5|2018/1/6|0|0.243210342
13791|43|2018/1/6|0|0.47694781
13791|44,5|2018/1/6|0|-0.006175388
19191|42,5|2018/1/6|0|0.045966405
10904|42,5|2018/1/6|0|0.403846163
10904|43|2018/1/6|0|0.306131361
10904|45|2018/1/6|0|0.054159494
10904|45,5|2018/1/6|0|0.253560972
20132|44,5|2018/1/6|0|0.29212622
14519|36|2018/1/6|0|-0.020466243999999998
21076|36|2018/1/6|0|-0.053162981
21076|36,5|2018/1/6|0|-0.051507537
22428|44,5|2018/1/6|0|-0.049263019000000005
14057|39|2018/1/6|0|0.033566039
18766|43|2018/1/6|0|0.224589465
18766|44|2018/1/6|0|0.916815664
11600|42,5|2018/1/6|0|0.276406064
14479|43|2018/1/6|0|0.106763549
22054|45,5|2018/1/6|0|0.244588677
12240|43|2018/1/6|0|0.11489777699999999
12240|44,5|2018/1/6|0|0.181924506
12240|46|2018/1/6|0|0.20618401100000003
11064|44,5|2018/1/6|0|0.175525187
13003|42|2018/1/6|0|0.030314717999999997
13003|42,5|2018/1/6|0|-0.10659635
13003|43|2018/1/6|0|-0.083533308
13003|44|2018/1/6|0|-0.12631124300000002
13003|44,5|2018/1/6|0|0.202543888
13003|45|2018/1/6|0|0.246055308
13003|45,5|2018/1/6|0|0.291793136
14622|43|2018/1/6|0|-0.077292231
13612|43|2018/1/6|1|-0.308898605
13612|44|2018/1/6|0|0.073881117
13612|44,5|2018/1/6|0|0.20630962
17189|42|2018/1/6|0|0.617175923
20147|42,5|2018/1/6|0|-0.019355685
21017|42,5|2018/1/6|0|0.331128839
21017|43|2018/1/6|0|0.449409083
21017|45|2018/1/6|0|-0.131689122
21017|45,5|2018/1/6|0|0.11665375900000001
14429|44,5|2018/1/6|0|0.207896697
14429|45|2018/1/6|0|0.252456855
12041|38|2018/1/6|0|0.70177067
15189|42,5|2018/1/6|0|-0.16321101
14410|44,5|2018/1/6|0|0.258667952
18185|41|2018/1/6|0|-0.11236347
18185|42,5|2018/1/6|0|0.089617186
10948|42,5|2018/1/6|0|0.030618746000000002
10948|43|2018/1/6|0|0.22933622
10948|44|2018/1/6|0|0.062546635
10948|45,5|2018/1/6|0|0.46845245799999996
19963|47|2018/1/6|0|0.065439938
20891|38|2018/1/6|0|0.025479852
15000|44|2018/1/6|0|-0.324888585
18911|M|2018/1/6|0|0.00310529
18911|L|2018/1/6|1|0.018682471000000003
18911|XL|2018/1/6|0|0.197280696
19662|L|2018/1/6|0|0.0014439429999999998
17919|43|2018/1/6|0|0.383184039
11679|36,5|2018/1/6|0|0.014862045
13252|46|2018/1/6|0|0.088355999
14026|44,5|2018/1/6|0|0.477292591
17255|39|2018/1/6|0|-0.113433071
17255|45|2018/1/6|0|-0.071219737
17255|47,5|2018/1/6|0|-0.114509401
20443|40|2018/1/6|0|0.10283021699999999
12800|41|2018/1/6|0|0.554453576
21453|43|2018/1/6|0|-0.08710371900000001
17233|42|2018/1/6|0|0.204889868
10208|37,5|2018/1/6|0|-0.0215454
13699|32|2018/1/6|0|-0.026719846000000002
22200|42,5|2018/1/6|0|-0.22624872899999998
15810|42,5|2018/1/6|0|-0.162528895
15810|43|2018/1/6|0|0.511855954
15810|44|2018/1/6|0|0.09966290800000001
15071|42|2018/1/6|0|0.066397945
15071|43|2018/1/6|0|0.561986038
15071|44|2018/1/6|0|0.20108812399999998
16393|46|2018/1/6|0|0.019606613000000002
22869|41|2018/1/6|0|-0.086777149
22869|45,5|2018/1/6|0|0.293272557
17666|40|2018/1/6|0|0.047057449
17666|41|2018/1/6|0|0.10332698300000001
17666|44,5|2018/1/6|0|-0.07685436799999999
17666|46|2018/1/6|0|0.030124486000000002
15978|46|2018/1/6|1|0.381734895
11227|44,5|2018/1/6|0|0.030900788
20816|45|2018/1/6|0|0.352634685
10742|43|2018/1/6|1|0.273818597
18399|42,5|2018/1/6|0|0.129470563
21147|44,5|2018/1/6|1|0.33306200199999997
20258|44|2018/1/6|0|0.318803037
22638|46|2018/1/6|0|0.158210869
11656|47|2018/1/6|0|0.19229855899999998
22168|45|2018/1/6|0|0.5973264
18390|40|2018/1/6|0|0.133076914
18390|46|2018/1/6|0|0.346510682
18390|47|2018/1/6|0|-0.015108446999999999
11689|43|2018/1/6|0|0.318191625
11689|46|2018/1/6|0|0.037309654
15756|44|2018/1/6|0|-0.111514727
17798|40,5|2018/1/6|0|0.08024148099999999
21910|43|2018/1/6|0|0.37791415100000003
11463|36,5|2018/1/6|0|-0.1152991
12755|38|2018/1/6|0|0.248461565
16297|35|2018/1/6|0|-0.013220728999999999
16297|38,5|2018/1/6|0|0.159940508
12569|46|2018/1/6|0|0.307884434
12927|36,5|2018/1/6|0|0.033685458
12927|37,5|2018/1/6|0|-0.033293444
12927|38,5|2018/1/6|0|-0.07567528700000001
20705|40,5|2018/1/6|0|0.00276641
11535|39|2018/1/6|0|-0.019924111
21234|46|2018/1/6|0|0.303378601
18382|42,5|2018/1/6|1|0.12423803800000001
18382|45|2018/1/6|1|0.204184433
18382|45,5|2018/1/6|0|0.17462861100000002
15395|43|2018/1/6|0|-0.014667929
19080|39|2018/1/6|0|0.022955836
13428|46|2018/1/6|0|0.215701673
19635|44|2018/1/6|0|0.025059896
19734|42|2018/1/6|0|0.16874369
22079|38,5|2018/1/6|0|0.13445206699999998
15930|42,5|2018/1/6|0|0.16107469800000002
15930|47|2018/1/6|1|-0.0040574420000000005
12024|38,5|2018/1/6|0|0.034686555
16091|43|2018/1/6|0|-0.161008306
19380|41|2018/1/6|0|0.24759786399999997
13336|38,5|2018/1/6|0|0.156829915
10183|M ( 38-42 )|2018/1/6|0|-0.06329125
11339|M|2018/1/6|0|-0.018480391999999998
22813|M|2018/1/6|0|0.339642599
13262|XL|2018/1/6|0|0.111092223
13238|S|2018/1/6|0|0.283943838
13238|M|2018/1/6|0|-0.088393091
15422|M|2018/1/6|0|-0.153069517
11738|M|2018/1/6|0|0.093868366
20914|S|2018/1/6|0|0.301050569
13974|L|2018/1/6|0|-0.163580912
21496|L|2018/1/6|0|-0.036058075
21496|XL|2018/1/6|0|0.067961097
22676|S|2018/1/6|0|-0.030170607999999998
17932|S|2018/1/6|0|0.250292212
18542|S|2018/1/6|0|0.268036428
22628|L|2018/1/6|0|0.06369511
17265|M ( 38/40 )|2018/1/6|0|0.04211993
21498|L|2018/1/6|0|-0.004156041
15377|M|2018/1/6|0|-0.077553997
17171|XL|2018/1/6|0|0.058231903
14218|L|2018/1/6|0|0.04981693
22483|M|2018/1/6|0|-0.042993747
12746|L|2018/1/6|0|-0.09697947
22597|39 1/3|2018/1/6|0|0.06621767099999999
22597|41 1/3|2018/1/6|0|0.17468905199999998
22597|42 2/3|2018/1/6|0|0.18241088
22597|43 1/3|2018/1/6|0|0.007869861
22597|44|2018/1/6|0|0.33340311100000003
22597|45 1/3|2018/1/6|0|0.014182439
17625|44 2/3|2018/1/6|0|0.317003085
21669|43 1/3|2018/1/6|0|-0.11950726199999999
21669|44|2018/1/6|0|0.347701651
17862|43 1/3|2018/1/6|0|0.440676966
13072|44|2018/1/6|0|-0.043673355
13072|44 2/3|2018/1/6|1|-0.166601619
13072|45 1/3|2018/1/6|0|0.09524917699999999
19750|44 2/3|2018/1/6|0|0.097843579
19750|45 1/3|2018/1/6|0|0.037587894
16954|41 1/3|2018/1/6|1|-0.08691417300000001
16954|44|2018/1/6|0|0.619409057
15879|38|2018/1/6|0|-0.0471333
17407|45 1/3|2018/1/6|0|0.050183516
17201|44|2018/1/6|0|0.25484865100000004
15134|47 1/3|2018/1/6|0|-0.09027011800000001
14704|45 1/3|2018/1/6|0|0.580253046
14704|46 2/3|2018/1/6|0|0.662255108
18467|42 2/3|2018/1/6|0|0.105403025
18467|44 2/3|2018/1/6|0|0.026176067999999997
18467|45 1/3|2018/1/6|0|0.06287412
20540|44 2/3|2018/1/6|0|-0.14484192
10214|44|2018/1/6|0|-0.076903502
15080|43 1/3|2018/1/6|0|0.307622861
15080|45 1/3|2018/1/6|0|0.205739778
15080|46|2018/1/6|0|0.338386824
11878|41 1/3|2018/1/6|0|0.153461388
19089|42 2/3|2018/1/6|0|0.008070389
19089|44 2/3|2018/1/6|0|0.209602498
19089|45 1/3|2018/1/6|0|-0.202063005
19468|38|2018/1/6|0|-0.008839162
19468|38 2/3|2018/1/6|0|0.005884456
21194|40|2018/1/6|0|-0.001755267
21194|40 2/3|2018/1/6|0|0.150936198
21194|42|2018/1/6|0|-0.094163394
21194|46|2018/1/6|0|0.298875742
13655|44|2018/1/6|0|0.169317279
11215|43 1/3|2018/1/6|0|-0.030385607000000002
11215|44 2/3|2018/1/6|0|-0.08215233799999999
10186|38 2/3|2018/1/6|0|-0.013469731
13038|38 2/3|2018/1/6|0|-0.035272173
15609|44|2018/1/6|0|0.171275498
21028|41 1/3|2018/1/6|0|0.288095188
13920|L|2018/1/6|0|0.09200222
13920|XL|2018/1/6|0|0.000109827
22248|L|2018/1/6|0|0.316592985
17687|S|2018/1/6|0|0.123533089
17687|M|2018/1/6|2|-0.134149664
17687|L|2018/1/6|0|0.058080578
17820|L|2018/1/6|0|0.245654498
15344|37 1/3|2018/1/6|0|0.284095708
16157|43 1/3|2018/1/6|1|-0.020400959
16157|44|2018/1/6|2|0.22991697
19248|41 1/3|2018/1/6|0|-0.120756192
19248|43 1/3|2018/1/6|0|0.008213965
16812|40,5|2018/1/6|0|-0.030183997
16812|42|2018/1/6|0|-0.059806355
16812|42,5|2018/1/6|0|0.10854487
16812|43|2018/1/6|0|0.401109293
16812|44|2018/1/6|0|0.020560118
10627|43|2018/1/6|0|0.26757973399999996
14995|43|2018/1/6|0|-0.005963689
14995|45|2018/1/6|0|-0.05030692
15307|43|2018/1/6|0|-0.087173245
15307|44|2018/1/6|0|0.019554724
19671|42 2/3|2018/1/7|0|0.251971575
19671|44|2018/1/7|0|0.045640985
19671|44 2/3|2018/1/7|0|-0.001292875
15252|43 1/3|2018/1/7|0|0.072958965
15252|45 1/3|2018/1/7|0|0.022532956
17140|42|2018/1/7|0|0.218569216
17140|45 1/3|2018/1/7|0|0.107552584
12703|41 1/3|2018/1/7|0|0.30541667100000003
12703|42|2018/1/7|0|0.36757741899999996
12703|42 2/3|2018/1/7|0|1.033940258
12703|43 1/3|2018/1/7|0|0.679793871
12703|44 2/3|2018/1/7|1|0.5943673070000001
12703|46|2018/1/7|0|0.084848785
11877|41 1/3|2018/1/7|0|0.23927800100000002
11877|42 2/3|2018/1/7|0|0.094437996
11877|44 2/3|2018/1/7|0|0.287039688
21738|42 2/3|2018/1/7|0|0.23696511399999998
21738|43 1/3|2018/1/7|2|0.250383344
21738|45 1/3|2018/1/7|1|0.23101838800000002
21738|48 2/3|2018/1/7|1|0.406133718
22308|M ( 38-42 )|2018/1/7|0|0.830303951
22308|L ( 42-46 )|2018/1/7|3|0.44608620299999996
21974|S ( 34-38 )|2018/1/7|0|0.540439286
21974|M ( 38-42 )|2018/1/7|0|0.8210818440000001
22188|45 1/3|2018/1/7|0|0.297921596
14502|2|2018/1/7|0|0.0015475760000000002
14855|1 ( 140 )|2018/1/7|0|0.9308009190000001
14855|2 ( 152 )|2018/1/7|2|0.795150053
14855|3 ( 164 )|2018/1/7|0|0.608091794
11788|L|2018/1/7|0|-0.19562837
13485|3 ( 40-42 )|2018/1/7|0|0.172358979
15122|1 ( 34-36 )|2018/1/7|0|0.047309345999999995
15122|2 ( 37-39 )|2018/1/7|3|0.378183338
15122|4 ( 43-45 )|2018/1/7|3|3.1194982660000004
15122|5 ( 46-48 )|2018/1/7|1|0.135399665
20162|5 ( 46-48 )|2018/1/7|0|0.035586925
14836|5 ( 46-48 )|2018/1/7|0|0.039946643
21618|4 ( 43-45 )|2018/1/7|0|0.163835169
22144|M ( 38-42 )|2018/1/7|3|4.309543088
22144|L ( 42-46 )|2018/1/7|3|5.675686221
22144|XL (46-50 )|2018/1/7|1|0.605436293
20709|M ( 38-42 )|2018/1/7|3|2.807285619
20709|L ( 42-46 )|2018/1/7|8|6.04219067
16216|S ( 34-38 )|2018/1/7|0|0.125541567
16216|M ( 38-42 )|2018/1/7|1|3.3046428530000003
16216|L ( 42-46 )|2018/1/7|1|3.7089155039999997
16872|4 ( 43-45 )|2018/1/7|0|0.26587195399999997
16971|1 ( 33-36 )|2018/1/7|0|0.254969683
14793|2XL|2018/1/7|0|0.131961029
14083|2XL|2018/1/7|0|0.047407633
10463|S|2018/1/7|0|-0.13794694300000002
22458|2XL|2018/1/7|0|0.17753603899999998
10748|3 ( 40-42 )|2018/1/7|0|-0.051410115
10748|5 ( 46-48 )|2018/1/7|0|-0.007482509
16615|L|2018/1/7|0|0.381726348
15289|5|2018/1/7|0|0.368697061
15289|6|2018/1/7|0|0.140737224
15289|7|2018/1/7|0|0.447880806
15289|8|2018/1/7|0|0.15792417
16882|7|2018/1/7|0|0.013762636000000002
18392|4|2018/1/7|0|-0.031092905
10785|S|2018/1/7|0|-0.004276775
10785|M|2018/1/7|0|0.276104281
13514|39/42|2018/1/7|0|-0.079262533
13922|39/42|2018/1/7|0|-0.154200266
13922|43/46|2018/1/7|0|0.020551445
21093|2XL|2018/1/7|0|0.11245866800000001
14351|XS ( 116-128 )|2018/1/7|0|0.230938493
20244|152|2018/1/7|0|0.124283394
16747|140|2018/1/7|0|0.31701333600000003
17229|10 (36-40)|2018/1/7|0|0.019909678
17229|12 (41-45)|2018/1/7|0|0.002767772
20969|10 (36-40)|2018/1/7|0|0.005939091999999999
10707|M|2018/1/7|0|0.36761633299999996
10707|L|2018/1/7|0|-0.041524742
16436|S ( 34-38 )|2018/1/7|0|0.202014332
16436|M ( 38-42 )|2018/1/7|0|0.263002745
16436|L ( 42-46 )|2018/1/7|0|1.314758794
16436|XL (46-50 )|2018/1/7|0|-0.017196851000000003
18255|4 ( 39-42 )|2018/1/7|1|0.023497062000000003
18255|5 ( 43-46 )|2018/1/7|1|0.070589688
11422|5 ( 43-46 )|2018/1/7|0|0.078459033
15282|3 (35-38 )|2018/1/7|0|-0.002277473
15282|5 ( 43-46 )|2018/1/7|0|1.054220039
15988|5 ( 43-46 )|2018/1/7|0|-0.04096333
12498|2 ( Senior )|2018/1/7|0|2.013743374
20400|M|2018/1/7|0|-0.023370058
18657|S|2018/1/7|1|0.43392739799999996
18657|M|2018/1/7|2|0.930507286
18657|L|2018/1/7|1|0.7655526509999999
