pid	size	date	TRUE	Pre
10463	S	2018/1/8	0	0.114472987
22458	2XL	2018/1/8	0	0.105684857
10748	3 ( 40-42 )	2018/1/8	0	0.070258249
10748	5 ( 46-48 )	2018/1/8	0	-0.069196791
16615	L	2018/1/8	0	0.198744627
15289	5	2018/1/8	0	0.164654151
15289	6	2018/1/8	1	0.00835604
15289	7	2018/1/8	0	0.207155069
15289	8	2018/1/8	0	-0.019635275
16882	7	2018/1/8	2	-0.112652843
18392	4	2018/1/8	0	-0.153281629
10785	S	2018/1/8	0	-0.094412162
10785	M	2018/1/8	0	0.130791331
13514	39/42	2018/1/8	0	0.055689088
13922	39/42	2018/1/8	0	-0.054600072
13922	43/46	2018/1/8	0	0.336250594
21093	2XL	2018/1/8	0	-0.008288558
14351	XS ( 116-128 )	2018/1/8	0	0.098991922
20244	152	2018/1/8	0	0.028272041
16747	140	2018/1/8	0	0.088675296
17229	10 (36-40)	2018/1/8	0	-0.084348293
17229	12 (41-45)	2018/1/8	0	-0.074278836
20969	10 (36-40)	2018/1/8	0	-0.117940678
10707	M	2018/1/8	0	0.404193924
10707	L	2018/1/8	0	0.14189046
16436	S ( 34-38 )	2018/1/8	0	0.110617444
16436	M ( 38-42 )	2018/1/8	0	0.163292182
16436	L ( 42-46 )	2018/1/8	1	1.10959984
16436	XL (46-50 )	2018/1/8	0	-0.037473464
18255	4 ( 39-42 )	2018/1/8	0	-0.018959616
18255	5 ( 43-46 )	2018/1/8	0	-0.048507302
11422	5 ( 43-46 )	2018/1/8	0	-0.042707707
15282	3 (35-38 )	2018/1/8	1	-0.104492942
15282	5 ( 43-46 )	2018/1/8	0	0.631431068
15988	5 ( 43-46 )	2018/1/8	0	-0.106122115
12498	2 ( Senior )	2018/1/8	0	0.688057241
20400	M	2018/1/8	0	-0.051406468
18657	S	2018/1/8	1	0.210110062
18657	M	2018/1/8	0	0.468736821
18657	L	2018/1/8	1	0.541227145
18657	XL	2018/1/8	0	0.150506256
18657	2XL	2018/1/8	0	0.30717334
15482	128	2018/1/8	0	0.060136623
15482	140	2018/1/8	0	0.147054898
15482	152	2018/1/8	0	0.269347966
21875	140	2018/1/8	0	0.049791434
21875	164	2018/1/8	0	0.04561871
11607	S	2018/1/8	0	0.303451436
11607	L	2018/1/8	1	0.099994521
11607	XL	2018/1/8	0	0.019411988
16224	6	2018/1/8	0	0.018312618
21626	3 ( 40-42 )	2018/1/8	0	-0.078433212
21626	4 ( 43-45 )	2018/1/8	0	-0.013955594
21626	5 ( 46-48 )	2018/1/8	0	0.164081486
13269	45 - 47	2018/1/8	0	-0.090897428
12264	2XL	2018/1/8	0	0.051397916
11480	140	2018/1/8	0	0.160188954
11480	152	2018/1/8	0	0.169581492
10415	M	2018/1/8	0	-0.002411907
17463	152	2018/1/8	0	0.099690489
17463	164	2018/1/8	0	0.117424723
17246	39	2018/1/8	0	-0.029671191
11541	164	2018/1/8	1	-0.11127667
19851	S	2018/1/8	0	0.222519655
20219	2XL	2018/1/8	0	0.03944248
12683	XS	2018/1/8	0	-0.42852477
12683	L	2018/1/8	0	0.449863922
19255	S	2018/1/8	0	0.076860841
13069	164	2018/1/8	3	0.023057351
16319	XL	2018/1/8	0	0.0546302
13525	164	2018/1/8	0	0.493173337
10131	152	2018/1/8	0	-0.084937329
17148	152	2018/1/8	0	0.386238727
17148	164	2018/1/8	0	0.345546199
10365	L	2018/1/8	0	0.355822669
20686	M	2018/1/8	0	-0.046634519
16166	152	2018/1/8	1	0.127996018
22739	140	2018/1/8	0	-0.069453427
12985	XL	2018/1/8	0	2.136146683
12985	2XL	2018/1/8	0	0.764788885
17690	XL	2018/1/8	1	0.094805537
21160	116	2018/1/8	1	0.178460722
21160	128	2018/1/8	1	0.096744
11252	116	2018/1/8	0	0.058834048
11252	128	2018/1/8	0	0.042784364
22244	XL	2018/1/8	0	-0.118899194
12472	152	2018/1/8	0	0.122701793
12472	164	2018/1/8	1	0.241506046
16976	S	2018/1/8	6	0.148783612
16976	M	2018/1/8	3	0.283889729
16976	L	2018/1/8	1	0.20082288
16976	XL	2018/1/8	1	0.034368945
19882	140	2018/1/8	0	0.211293122
19882	152	2018/1/8	0	0.226295064
11581	128	2018/1/8	0	0.020636999
11581	152	2018/1/8	0	0.157328671
11581	164	2018/1/8	1	0.101548503
19503	41 - 44	2018/1/8	0	-0.075205866
22434	L	2018/1/8	0	-0.122922433
22434	XL	2018/1/8	0	0.238555291
13864	XL ( 158-170 )	2018/1/8	0	0.024709828
11009	XL	2018/1/8	0	0.50629478
21999	M	2018/1/8	0	-0.073264822
15608	2XL	2018/1/8	1	0.046787485
13404	2XL	2018/1/8	0	0.019999464
12028	M	2018/1/8	1	0.357963351
12028	XL	2018/1/8	0	-0.10260064
15366	S	2018/1/8	0	0.222112381
15366	M	2018/1/8	0	0.30930494
15366	L	2018/1/8	0	0.245364647
19905	M	2018/1/8	0	0.050584613
19905	L	2018/1/8	0	-0.21996134
19905	XL	2018/1/8	0	-0.045272404
20993	L ( 152-158 )	2018/1/8	1	0.248833156
20121	L ( 152-158 )	2018/1/8	0	-0.018536873
20121	XL ( 158-170 )	2018/1/8	0	-0.053587248
15390	S	2018/1/8	1	-0.028652243
15390	M	2018/1/8	1	0.278746783
18378	XL	2018/1/8	0	-0.072947003
21743	XL	2018/1/8	1	0.088554278
17013	XL ( 158-170 )	2018/1/8	0	-0.055252708
15368	M ( 140-152 )	2018/1/8	0	0.012906291
15368	XL ( 158-170 )	2018/1/8	0	0.002027716
19668	L ( 152-158 )	2018/1/8	0	0.490123677
19668	XL ( 158-170 )	2018/1/8	2	0.415357681
21270	S	2018/1/8	2	0.154087778
21270	M	2018/1/8	4	0.321798157
19199	L	2018/1/8	1	0.282795682
19199	XL	2018/1/8	0	0.186976924
13868	M	2018/1/8	0	0.166923029
12056	L	2018/1/8	0	-0.031158351
10195	M	2018/1/8	0	0.195906777
20840	L ( 152-158 )	2018/1/8	0	0.162173381
20840	XL ( 158-170 )	2018/1/8	0	0.098171724
13977	M ( 140-152 )	2018/1/8	1	0.097263348
19988	M	2018/1/8	0	0.183418715
15148	L	2018/1/8	0	0.281323932
12531	L ( 40/42 )	2018/1/8	0	-0.008182941
14895	M	2018/1/8	0	0.068119928
19168	M	2018/1/8	0	0.067028734
19168	XL	2018/1/8	0	0.115889083
20970	S	2018/1/8	0	0.068754205
20970	XL	2018/1/8	0	-0.038674153
15520	164	2018/1/8	1	-0.040445397
16247	L	2018/1/8	0	-0.002490586
11433	XL	2018/1/8	3	0.273895114
13825	140	2018/1/8	0	-0.031060712
13825	152	2018/1/8	0	-0.056040286
21313	M	2018/1/8	0	-0.04988275
21730	M ( 38/40 )	2018/1/8	0	-0.059654976
19887	42	2018/1/8	0	0.002722479
19589	43/46	2018/1/8	0	-0.145822241
12045	41	2018/1/8	0	-0.075691581
12045	42	2018/1/8	0	-0.088872801
12045	"42,5"	2018/1/8	0	-0.051715136
12045	44	2018/1/8	1	-0.004057658
14656	"42,5"	2018/1/8	0	0.058287765
18232	S	2018/1/8	0	-0.041582554
18232	M	2018/1/8	0	0.266143803
18232	L	2018/1/8	0	0.129099911
18232	XL	2018/1/8	0	-0.065060855
20786	M	2018/1/8	0	-0.122825554
16427	44	2018/1/8	0	-0.002061335
16427	44 2/3	2018/1/8	0	0.117974594
12824	43 1/3	2018/1/8	0	0.07411728
17788	S	2018/1/8	0	0.072251502
17788	XL	2018/1/8	1	0.106257369
11420	2XL	2018/1/8	0	0.246845403
15602	140	2018/1/8	0	-0.038221714
20505	M	2018/1/8	0	0.504653482
12756	M	2018/1/8	0	0.003007773
20803	L	2018/1/8	0	-0.068190568
20803	XL	2018/1/8	0	-0.039515917
22207	M	2018/1/8	0	-0.00285434
13642	M	2018/1/8	0	-0.18463713
13642	2XL	2018/1/8	1	0.213477401
21398	41	2018/1/8	0	-0.097089164
12704	42	2018/1/8	0	0.015300532
12704	44	2018/1/8	1	-0.004487452
12704	"44,5"	2018/1/8	0	0.00389529
16354	L	2018/1/8	0	0.225286825
20605	L ( 152-158 )	2018/1/8	0	0.054545351
20605	XL ( 158-170 )	2018/1/8	1	0.176082323
11205	M	2018/1/8	0	0.276599156
11205	L	2018/1/8	1	0.004380564
15220	M	2018/1/8	0	0.192308021
15220	L	2018/1/8	0	0.087690438
15220	XL	2018/1/8	0	0.091476558
17182	XL	2018/1/8	0	-0.036502851
10619	S	2018/1/8	0	0.037591142
15187	S	2018/1/8	0	0.539116191
20748	S	2018/1/8	2	0.467849481
11583	S	2018/1/8	0	0.180519429
11583	M	2018/1/8	0	0.258124945
14178	L	2018/1/8	0	2.100608524
14178	XL	2018/1/8	0	0.338756189
14178	2XL	2018/1/8	0	0.142536307
13733	S	2018/1/8	0	0.282114723
13733	M	2018/1/8	0	0.981058403
14350	S ( 128-140 )	2018/1/8	1	-0.007258785
14350	L ( 152-158 )	2018/1/8	0	0.298282395
14350	XL ( 158-170 )	2018/1/8	1	0.309293535
13675	XL ( 158-170 )	2018/1/8	0	-0.033957752
10035	L ( 152-158 )	2018/1/8	0	0.056205148
18867	S ( 128-140 )	2018/1/8	0	0.059430979
18867	M ( 140-152 )	2018/1/8	0	0.498577335
18867	L ( 152-158 )	2018/1/8	0	0.354285951
10456	S ( 128-140 )	2018/1/8	0	0.060209398
10456	M ( 140-152 )	2018/1/8	0	0.219989423
10456	L ( 152-158 )	2018/1/8	0	0.097270593
10456	XL ( 158-170 )	2018/1/8	0	0.308489238
17496	M ( 140-152 )	2018/1/8	0	-0.022621265
17496	L ( 152-158 )	2018/1/8	0	0.080272829
17496	XL ( 158-170 )	2018/1/8	0	0.087238467
18019	L ( 152-158 )	2018/1/8	0	0.057776703
18019	XL ( 158-170 )	2018/1/8	0	0.055011437
13036	XL	2018/1/8	0	0.024802666
19505	S	2018/1/8	0	0.170942059
19505	M	2018/1/8	1	0.31928624
19505	L	2018/1/8	1	0.357979143
15064	S	2018/1/8	0	0.207391659
15064	M	2018/1/8	0	0.314387392
19962	L	2018/1/8	0	0.107708708
19962	XL	2018/1/8	0	-0.034733599
15306	S	2018/1/8	0	-0.07253998
21062	L ( 152-158 )	2018/1/8	0	0.059614811
12896	XL	2018/1/8	0	0.03387262
12896	2XL	2018/1/8	0	-0.057799445
12238	S	2018/1/8	0	0.059794986
12238	M	2018/1/8	0	-0.003427291
12238	L	2018/1/8	0	-0.085241497
14050	M	2018/1/8	0	0.024976825
17989	M	2018/1/8	0	-0.007218514
12507	M	2018/1/8	0	0.096030508
12507	L	2018/1/8	0	-0.09035506
21980	L	2018/1/8	0	0.097123914
10866	140	2018/1/8	0	0.03344963
20111	S	2018/1/8	2	0.087769166
20111	M	2018/1/8	1	0.228650067
14137	S	2018/1/8	0	0.023720905
21541	2XL	2018/1/8	0	0.100488498
16923	L	2018/1/8	3	0.000938207
12004	L	2018/1/8	0	-0.039657839
10953	L	2018/1/8	0	0.187892311
21710	152	2018/1/8	0	0.025953789
13500	152	2018/1/8	0	0.039730497
13500	164	2018/1/8	1	0.386937225
22063	152	2018/1/8	0	0.071777352
11100	164	2018/1/8	0	0.008923644
22151	116	2018/1/8	0	-0.036791263
14789	128	2018/1/8	0	0.235038022
14789	164	2018/1/8	0	0.559811875
17901	M	2018/1/8	0	0.417132429
22779	164	2018/1/8	0	0.121497813
21490	XL	2018/1/8	0	0.593249565
15890	M	2018/1/8	1	0.511584306
10733	M ( 140-152 )	2018/1/8	0	0.05116629
11466	XL ( 158-170 )	2018/1/8	0	0.173889063
14067	35 - 38	2018/1/8	0	-0.047150918
14067	43 - 46	2018/1/8	2	0.75008188
14067	47 - 50	2018/1/8	1	-0.097915927
18308	43 - 46	2018/1/8	0	0.937960612
18308	47 - 50	2018/1/8	0	0.030100833
12984	35 - 38	2018/1/8	0	0.028667298
12984	39 - 42	2018/1/8	0	0.363363173
12984	43 - 46	2018/1/8	3	0.245744147
13455	44	2018/1/8	0	0.514865386
13455	45	2018/1/8	0	0.293626827
16818	S	2018/1/8	1	0.517581057
16818	L	2018/1/8	0	7.78868258
16818	XL	2018/1/8	0	0.514612803
16818	2XL	2018/1/8	0	1.088392796
16030	S	2018/1/8	2	0.352320079
18923	XL	2018/1/8	0	0.029249428
15953	S ( 128-140 )	2018/1/8	0	0.055928499
15953	M ( 140-152 )	2018/1/8	0	0.13782619
11523	S ( 128-140 )	2018/1/8	0	0.130324625
11523	L ( 152-158 )	2018/1/8	2	0.137570868
11584	XL ( 158-170 )	2018/1/8	0	0.163856335
21446	176	2018/1/8	0	0.107741397
18477	158	2018/1/8	0	0.301489756
18477	164	2018/1/8	0	0.165839644
13891	4 ( 39-42 )	2018/1/8	0	-0.039319096
17027	M	2018/1/8	0	0.160475819
18296	140/152	2018/1/8	0	-0.085932057
18296	164/176	2018/1/8	0	0.16849251
15583	L	2018/1/8	0	0.205022557
20578	S	2018/1/8	0	-0.10389959
22366	L	2018/1/8	0	-0.118503151
17592	S	2018/1/8	0	-0.093758328
17592	XL	2018/1/8	0	-0.092617792
22233	M	2018/1/8	0	0.052715895
18062	M	2018/1/8	0	0.097852594
17153	M	2018/1/8	0	0.320835284
14013	M	2018/1/8	0	0.494913991
20912	XL	2018/1/8	0	0.052855989
19202	M	2018/1/8	0	0.199769289
19935	M	2018/1/8	0	0.057845854
12537	42	2018/1/8	0	-0.044143178
12537	"42,5"	2018/1/8	0	-0.067794654
22591	M	2018/1/8	0	-0.032790668
10809	S	2018/1/8	0	0.095948228
10809	M	2018/1/8	0	-0.093490852
10809	L	2018/1/8	0	0.078276162
11411	S	2018/1/8	0	0.251352959
11411	M	2018/1/8	0	0.285702071
11411	L	2018/1/8	0	0.201324186
11411	XL	2018/1/8	0	0.028488578
12319	S	2018/1/8	0	0.22606458
12319	M	2018/1/8	0	0.160649634
12319	L	2018/1/8	0	0.038463621
20392	M	2018/1/8	0	-0.101354737
20053	S	2018/1/8	0	0.293321876
20053	M	2018/1/8	0	0.139535902
20053	L	2018/1/8	0	0.054334044
20053	XL	2018/1/8	0	0.148897361
12236	S	2018/1/8	1	0.192888816
12236	M	2018/1/8	2	0.30257117
12236	L	2018/1/8	0	0.291349325
12236	XL	2018/1/8	0	0.170620206
15946	M	2018/1/8	0	0.035596214
15946	L	2018/1/8	0	-0.043020004
15946	XL	2018/1/8	0	0.174045806
11739	M	2018/1/8	0	-0.217143709
11739	L	2018/1/8	0	0.126811352
20659	M	2018/1/8	0	0.179291293
20659	XL	2018/1/8	0	0.132497017
19027	S	2018/1/8	0	0.373209399
19027	L	2018/1/8	0	-0.038470501
19027	XL	2018/1/8	1	-0.201651185
10925	S	2018/1/8	2	0.376682797
10925	L	2018/1/8	0	-0.279572144
18076	S	2018/1/8	0	0.100184431
17240	S	2018/1/8	0	0.017801387
17240	M	2018/1/8	1	0.351211193
17240	L	2018/1/8	2	0.287995334
17240	XL	2018/1/8	1	0.090049297
17240	2XL	2018/1/8	0	0.071095597
13931	S	2018/1/8	1	0.040939072
22589	XL	2018/1/8	0	0.187600129
17012	L	2018/1/8	0	-0.075672758
17012	XL	2018/1/8	0	0.005941209
19581	XL ( 158-170 )	2018/1/8	0	0.101183646
22307	M ( 140-152 )	2018/1/8	0	0.17320562
22307	L ( 152-158 )	2018/1/8	0	0.173538072
15211	S ( 128-140 )	2018/1/8	0	0.006289617
15211	XL ( 158-170 )	2018/1/8	3	-0.030111837
10924	M ( 140-152 )	2018/1/8	0	-0.00852179
15438	L ( 152-158 )	2018/1/8	0	-0.00803563
15438	XL ( 158-170 )	2018/1/8	0	0.000169177
12552	L ( 152-158 )	2018/1/8	0	0.042927593
12552	XL ( 158-170 )	2018/1/8	0	-0.002520672
16980	S	2018/1/8	0	-0.044253481
16060	140	2018/1/8	0	0.026591204
17019	S	2018/1/8	0	-0.055635305
22102	M	2018/1/8	0	0.377584311
22102	L	2018/1/8	0	0.293531305
11450	S	2018/1/8	0	-0.032973646
11450	M	2018/1/8	1	0.10393657
14821	M	2018/1/8	0	0.107328426
14389	S	2018/1/8	0	0.141455257
14389	M	2018/1/8	0	0.046353801
14389	L	2018/1/8	0	0.093128976
19752	L	2018/1/8	0	-0.052641176
11193	M	2018/1/8	0	0.11122989
11193	L	2018/1/8	1	0.097298796
15567	M	2018/1/8	0	-0.07875827
11256	M	2018/1/8	0	0.457516326
17195	43 - 46	2018/1/8	0	0.268105424
13880	39 - 42	2018/1/8	0	-0.091832493
12032	S	2018/1/8	7	0.289135086
20529	S	2018/1/8	0	-0.103390105
20529	2XL	2018/1/8	0	-0.179198232
12918	L	2018/1/8	0	2.67867868
12918	XL	2018/1/8	2	0.44574995
16473	S	2018/1/8	0	0.119449391
16473	M	2018/1/8	2	0.526731655
16473	XL	2018/1/8	0	-0.072108466
13821	L	2018/1/8	4	0.32366651
13821	XL	2018/1/8	1	0.235925695
15292	S	2018/1/8	1	0.129926319
15292	M	2018/1/8	4	0.83801524
15292	L	2018/1/8	0	0.298652973
15292	XL	2018/1/8	1	0.064273085
14028	S	2018/1/8	0	0.282865241
14028	M	2018/1/8	1	0.318835431
14028	L	2018/1/8	1	0.916491949
11733	2XL	2018/1/8	0	-0.105339249
15050	2XL	2018/1/8	0	-0.016506617
14705	S	2018/1/8	1	-0.017158948
14705	L	2018/1/8	1	0.126898517
10616	S	2018/1/8	0	0.082129743
10616	M	2018/1/8	0	-0.154377873
10616	L	2018/1/8	1	-0.175776129
10616	XL	2018/1/8	0	-0.143869926
18195	XL	2018/1/8	0	0.231091342
13532	L	2018/1/8	0	0.053940706
14111	S ( 128-140 )	2018/1/8	0	0.172697354
14111	M ( 140-152 )	2018/1/8	0	0.032223384
14111	L ( 152-158 )	2018/1/8	0	0.124613999
14111	XL ( 158-170 )	2018/1/8	0	0.057579437
13136	XS ( 116-128 )	2018/1/8	0	0.015081399
13136	S ( 128-140 )	2018/1/8	0	0.249474949
13136	L ( 152-158 )	2018/1/8	0	-0.027359051
13136	XL ( 158-170 )	2018/1/8	0	-0.03504259
16737	M ( 140-152 )	2018/1/8	0	0.177814806
16737	XL ( 158-170 )	2018/1/8	0	0.195713444
12689	L ( 152-158 )	2018/1/8	0	0.24274781
12660	S	2018/1/8	1	-0.079581759
15586	M	2018/1/8	0	0.169238494
11505	XL	2018/1/8	0	0.595396915
22100	35 - 38	2018/1/8	0	0.261567887
22100	39 - 42	2018/1/8	0	0.647521999
22100	43 - 46	2018/1/8	0	0.883039036
10979	39 - 42	2018/1/8	0	0.058983497
15396	39 - 42	2018/1/8	0	-0.061113488
15396	43 - 46	2018/1/8	0	-0.045465972
12463	S	2018/1/8	0	-0.027989785
12463	M	2018/1/8	2	0.269133222
12463	L	2018/1/8	1	0.259327909
12463	XL	2018/1/8	0	-0.009804882
22190	39 - 42	2018/1/8	0	0.013357197
16641	S ( 34/36 )	2018/1/8	1	0.006128905
22074	S	2018/1/8	0	0.174434975
22074	L	2018/1/8	0	0.063979662
20254	M	2018/1/8	0	-0.081598092
11034	2 ( 35-38 )	2018/1/8	0	0.000414238
11371	4 ( 43-46 )	2018/1/8	0	-0.113567271
12189	L	2018/1/8	0	0.038721806
12189	XL	2018/1/8	0	0.114983328
17489	L	2018/1/8	0	0.288153884
10615	176	2018/1/8	0	-0.039262924
15219	152	2018/1/8	0	0.105662011
15219	176	2018/1/8	0	0.161790401
16797	176	2018/1/8	0	-0.075940086
18888	176	2018/1/8	0	-0.088625355
13916	128	2018/1/8	0	-0.016421378
13916	164	2018/1/8	0	0.208264066
13916	176	2018/1/8	0	0.135359688
11911	152	2018/1/8	0	-0.03269054
16817	164	2018/1/8	0	0.07554666
16663	176	2018/1/8	0	0.012312732
17403	XL	2018/1/8	0	-0.126460746
13058	S	2018/1/8	0	-0.130466826
13058	M	2018/1/8	0	-0.046618794
13058	L	2018/1/8	0	0.071741548
13058	XL	2018/1/8	0	-0.091675433
19266	M	2018/1/8	1	0.509515735
19266	L	2018/1/8	3	0.494942129
21799	L	2018/1/8	0	-0.098405924
11395	M	2018/1/8	3	0.166283409
11613	140	2018/1/8	0	-0.113209157
14651	S	2018/1/8	0	-0.173000573
19698	152	2018/1/8	0	0.090565449
15138	M	2018/1/8	0	0.000792261
15138	XL	2018/1/8	0	0.101812854
22317	00 ( 27-30 )	2018/1/8	0	0.1628409
22317	2 ( 37-39 )	2018/1/8	0	0.200142368
22317	3 ( 40-42 )	2018/1/8	0	0.128088133
22317	4 ( 43-45 )	2018/1/8	0	0.56088931
22128	3 ( 40-42 )	2018/1/8	0	0.148453777
22128	5 ( 46-48 )	2018/1/8	0	0.283701377
20728	3 ( 40-42 )	2018/1/8	0	0.198125282
20728	4 ( 43-45 )	2018/1/8	0	-0.040869855
19992	L	2018/1/8	0	0.497364181
19507	L	2018/1/8	0	0.643701454
11198	L	2018/1/8	0	0.126140486
10391	140	2018/1/8	0	-0.062218387
14422	164	2018/1/8	0	0.096583728
11472	4 ( 43-45 )	2018/1/8	0	0.112820476
14718	L	2018/1/8	1	0.002507673
12988	00 ( 27-30 )	2018/1/8	0	0.207852206
12988	2 ( 37-39 )	2018/1/8	2	0.302269757
12988	3 ( 40-42 )	2018/1/8	1	1.193796472
12988	5 ( 46-48 )	2018/1/8	7	0.428758715
16385	00 ( 27-30 )	2018/1/8	0	0.062086674
16385	0 ( 31-33 )	2018/1/8	0	0.001041233
16385	1 ( 34-36 )	2018/1/8	0	0.010981669
19235	L	2018/1/8	0	0.23406152
19235	XL	2018/1/8	1	-0.027569685
19235	2XL	2018/1/8	0	0.186263678
17173	S	2018/1/8	0	0.42484419
17173	M	2018/1/8	7	3.232393981
17173	L	2018/1/8	23	0.584980575
17173	2XL	2018/1/8	0	0.343229798
21227	S	2018/1/8	1	0.066762248
21227	M	2018/1/8	2	0.423874979
21227	L	2018/1/8	1	0.873180479
14501	M	2018/1/8	2	1.007617403
14501	L	2018/1/8	6	0.392025802
16462	XL	2018/1/8	3	0.370234329
11426	S	2018/1/8	0	0.020127485
11426	2XL	2018/1/8	0	0.246296398
11582	176	2018/1/8	0	0.290766406
11604	S	2018/1/8	0	0.271362551
21477	L	2018/1/8	1	0.543166607
21477	2XL	2018/1/8	0	-0.029468317
11935	S	2018/1/8	0	0.135049721
11935	L	2018/1/8	0	0.12274011
11935	XL	2018/1/8	0	0.300568291
18471	L	2018/1/8	0	-0.155833829
22624	2 ( 37-39 )	2018/1/8	0	-0.023468644
15057	XL	2018/1/8	1	0.19526143
15029	140	2018/1/8	0	-0.047713514
15029	152	2018/1/8	0	-0.012231126
15029	164	2018/1/8	0	-0.039970235
20422	152	2018/1/8	0	0.247797292
20422	164	2018/1/8	0	0.304881649
20422	176	2018/1/8	0	0.35201959
16449	140	2018/1/8	0	-0.075210736
16449	152	2018/1/8	0	-0.115532009
16449	176	2018/1/8	0	-0.152336547
13775	176	2018/1/8	0	0.980020456
13195	164	2018/1/8	0	0.947798336
21225	2 ( 37-39 )	2018/1/8	0	0.088309114
13508	S	2018/1/8	0	0.071218276
13508	M	2018/1/8	0	0.078552989
13508	L	2018/1/8	0	0.060694265
20342	XL	2018/1/8	0	0.162651324
10158	XL	2018/1/8	0	-0.040449712
14264	XL	2018/1/8	1	0.300765622
11669	XL	2018/1/8	1	0.040896346
21666	M	2018/1/8	0	0.08775004
16942	152	2018/1/8	0	0.121611448
22420	S	2018/1/8	0	0.20148462
22420	M	2018/1/8	0	0.288590496
22420	L	2018/1/8	0	0.285743269
22420	XL	2018/1/8	1	0.255845645
16806	M	2018/1/8	0	0.347093321
12401	L	2018/1/8	0	0.376443592
12717	152	2018/1/8	1	0.098013392
12717	164	2018/1/8	0	0.294698108
11067	152	2018/1/8	0	-0.022281504
22842	XS	2018/1/8	0	0.139014881
22842	M	2018/1/8	3	0.519524052
10396	2XL	2018/1/8	0	0.404023008
19063	M	2018/1/8	0	-0.037469378
21918	S	2018/1/8	0	0.038374659
21547	L	2018/1/8	0	0.018734834
11091	42	2018/1/8	0	-0.044246581
12730	44	2018/1/8	0	0.084136043
13199	"40,5"	2018/1/8	1	0.327720539
20470	S	2018/1/8	0	-0.051688432
20470	M	2018/1/8	0	0.323909664
13284	M	2018/1/8	3	0.880343639
13284	L	2018/1/8	1	2.097474347
13284	XL	2018/1/8	2	0.387320314
13284	2XL	2018/1/8	0	0.028803864
14815	S	2018/1/8	1	0.025363469
14815	M	2018/1/8	1	0.019257927
14815	L	2018/1/8	3	0.208529453
14815	XL	2018/1/8	1	0.207045081
14261	S	2018/1/8	0	0.057540098
14261	M	2018/1/8	0	0.426227582
14261	L	2018/1/8	0	0.144006449
14261	XL	2018/1/8	0	-0.048502621
21858	S	2018/1/8	0	0.125566211
21858	M	2018/1/8	1	0.261567938
21858	L	2018/1/8	0	0.107058534
21858	XL	2018/1/8	0	-0.003579269
21858	2XL	2018/1/8	0	0.267728202
15141	S	2018/1/8	0	0.184909646
15141	M	2018/1/8	0	0.185514867
15141	L	2018/1/8	2	0.264029483
15141	XL	2018/1/8	0	0.283270042
15141	2XL	2018/1/8	0	-0.012588945
15049	M	2018/1/8	0	-0.081807169
15049	L	2018/1/8	0	-0.081992201
15049	XL	2018/1/8	0	0.235287585
10794	S ( 128-140 )	2018/1/8	5	0.194378738
10794	M ( 140-152 )	2018/1/8	9	0.234962312
10794	L ( 152-158 )	2018/1/8	5	0.387821188
10794	XL ( 158-170 )	2018/1/8	1	0.480370843
13189	M ( 140-152 )	2018/1/8	0	-0.208784965
13418	XL ( 158-170 )	2018/1/8	0	0.042958633
15757	S ( 128-140 )	2018/1/8	0	0.030935687
15757	M ( 140-152 )	2018/1/8	0	0.045781715
17572	S ( 128-140 )	2018/1/8	0	0.155697549
17572	L ( 152-158 )	2018/1/8	0	0.042941184
15614	S	2018/1/8	0	0.147539667
15614	M	2018/1/8	0	0.274834
15614	L	2018/1/8	0	0.21781467
11173	M	2018/1/8	0	0.141789949
11173	L	2018/1/8	0	0.072380405
11148	M	2018/1/8	0	0.126878955
14315	M	2018/1/8	0	0.563227029
14315	XL	2018/1/8	0	0.014922126
21387	L	2018/1/8	0	0.540775247
21387	XL	2018/1/8	0	0.009338262
21387	2XL	2018/1/8	0	0.300380096
19368	L	2018/1/8	1	-0.061429559
16051	M	2018/1/8	0	0.389289154
16051	L	2018/1/8	1	0.024363568
16051	2XL	2018/1/8	0	0.061242506
16853	S	2018/1/8	0	-0.054586975
16853	L	2018/1/8	0	0.193006298
16853	XL	2018/1/8	0	-0.033182834
20401	M	2018/1/8	0	-0.022582418
20482	S	2018/1/8	0	0.082876073
20482	M	2018/1/8	0	0.176906295
17502	M	2018/1/8	0	0.185677187
20113	M	2018/1/8	1	-0.058222474
20685	S	2018/1/8	0	-0.019597338
20685	M	2018/1/8	0	-0.181584204
10447	S	2018/1/8	3	1.25657827
10447	M	2018/1/8	4	2.970087712
10447	L	2018/1/8	15	2.209151894
10447	XL	2018/1/8	1	1.066558533
10447	2XL	2018/1/8	0	0.157294387
10772	S	2018/1/8	0	0.196941835
10772	2XL	2018/1/8	0	0.04944882
19853	M	2018/1/8	0	0.161697611
19853	XL	2018/1/8	0	0.052550228
19853	2XL	2018/1/8	0	-0.183610725
10886	M	2018/1/8	0	0.385895864
21111	M	2018/1/8	0	0.338465242
18982	2XL	2018/1/8	0	-0.004773806
19678	S	2018/1/8	0	0.031255041
19678	M	2018/1/8	1	0.164134367
19678	L	2018/1/8	0	0.203249834
19678	XL	2018/1/8	0	0.057577778
16302	S	2018/1/8	0	0.007461799
16302	L	2018/1/8	0	0.163509799
22069	L	2018/1/8	2	-0.074282114
12025	S	2018/1/8	0	0.079973618
13758	L	2018/1/8	1	0.114298974
10759	2XL	2018/1/8	0	0.061870668
12653	S	2018/1/8	0	0.175673303
12653	2XL	2018/1/8	0	0.188591296
