pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate|Product Type|Generalized Size
11154|42 2/3|weiss|adidas|114.23|9|18|32.0|1|2017-10-01|S|3.0
11154|44 2/3|weiss|adidas|114.23|9|18|32.0|1|2017-10-01|S|4.0
11154|45 1/3|weiss|adidas|114.23|9|18|32.0|1|2017-10-01|S|4.0
11154|46|weiss|adidas|114.23|9|18|32.0|1|2017-10-01|S|4.0
11154|46 2/3|weiss|adidas|114.23|9|18|32.0|1|2017-10-01|S|4.0
11158|41,5|grau|Converse|101.53|9|18|32.0|2|2017-10-01|S|3.0
11158|42|grau|Converse|101.53|9|18|32.0|1|2017-10-01|S|3.0
11158|42,5|grau|Converse|101.53|9|18|32.0|1|2017-10-01|S|3.0
11162|3|gelb|PUMA|7.55|1|7|12.0|1|2017-10-01|A|3.0
11163|41|schwarz|Nike|114.23|1|2|5.0|1|2018-01-24|S|3.0
11163|44|schwarz|Nike|114.23|1|2|5.0|2|2018-01-24|S|4.0
11166|34|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|0.0
11166|35,5|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|0.0
11166|36|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|1.0
11166|37,5|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|1.0
11166|38|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|1.0
11166|38,5|schwarz|Nike|63.43|1|37|6.0|1|2017-10-01|S|1.0
11168|L|schwarz|PUMA|57.08|1|7|16.0|4|2017-10-01|C|
11168|M|schwarz|PUMA|57.08|1|7|16.0|2|2017-10-01|C|
11168|XL|schwarz|PUMA|57.08|1|7|16.0|1|2017-10-01|C|
11172|2XL|schwarz|adidas|44.38|15|33||3|2017-11-17||
11172|L|schwarz|adidas|44.38|15|33||38|2017-11-17||
11172|M|schwarz|adidas|44.38|15|33||31|2017-11-17||
11172|S|schwarz|adidas|44.38|15|33||26|2017-11-17||
11172|XL|schwarz|adidas|44.38|15|33||18|2017-11-17||
11173|2XL|weiss|Nike|25.33|1|7|8.0|1|2017-10-01|C|
11173|L|weiss|Nike|25.33|1|7|8.0|9|2017-10-01|C|
11173|M|weiss|Nike|25.33|1|7|8.0|4|2017-10-01|C|
11173|XL|weiss|Nike|25.33|1|7|8.0|1|2017-10-01|C|
11175|40|gelb|adidas|101.53|1|2|3.0|2|2017-10-01|S|2.0
11175|41 1/3|gelb|adidas|101.53|1|2|3.0|1|2017-10-01|S|3.0
11175|42|gelb|adidas|101.53|1|2|3.0|1|2017-10-01|S|3.0
11175|42 2/3|gelb|adidas|101.53|1|2|3.0|2|2017-10-01|S|3.0
11175|43 1/3|gelb|adidas|101.53|1|2|3.0|1|2017-10-01|S|3.0
11175|44|gelb|adidas|101.53|1|2|3.0|2|2017-10-01|S|4.0
11175|46|gelb|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11175|47 1/3|gelb|adidas|101.53|1|2|3.0|2|2017-10-01|S|5.0
11175|48|gelb|adidas|101.53|1|2|3.0|1|2017-10-01|S|5.0
11176|41|weiss|Nike|444.43|1|2|3.0|1|2017-12-11|S|3.0
11176|45,5|weiss|Nike|444.43|1|2|3.0|1|2017-12-11|S|4.0
11180|164|weiss|adidas|22.79|1|7|8.0|1|2017-10-01|C|
11181|42,5|schwarz|Nike|380.93|1|2|39.0|3|2017-10-01|S|3.0
11181|43|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|3.0
11181|44|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|4.0
11181|44,5|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|4.0
11181|45|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|4.0
11181|47,5|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|5.0
11183|L|blau|PUMA|38.03|15|24||1|2017-10-01||
11183|M|blau|PUMA|38.03|15|24||2|2017-10-01||
11183|XL|blau|PUMA|38.03|15|24||4|2017-10-01||
11184|36|weiss|adidas|253.93|1|37|3.0|1|2017-10-01|S|1.0
11184|38|weiss|adidas|253.93|1|37|3.0|1|2017-10-01|S|1.0
11185|44|rosa|New Balance|114.23|1|2|5.0|2|2017-10-01|S|4.0
11187|2XL|schwarz|Nike|38.03|1|7|25.0|1|2017-10-01|C|
11187|L|schwarz|Nike|38.03|1|7|25.0|13|2017-10-01|C|
11187|M|schwarz|Nike|38.03|1|7|25.0|2|2017-10-01|C|
11187|S|schwarz|Nike|38.03|1|7|25.0|1|2017-10-01|C|
11187|XL|schwarz|Nike|38.03|1|7|25.0|4|2017-10-01|C|
11189|M ( 140-152 )|blau|Nike|31.68|1|7|21.0|1|2017-10-01|C|
11189|XL ( 158-170 )|blau|Nike|31.68|1|7|21.0|1|2017-10-01|C|
11193|L|schwarz|PUMA|21.52|15|16||1|2017-10-01||
11193|M|schwarz|PUMA|21.52|15|16||1|2017-10-01||
11193|XL|schwarz|PUMA|21.52|15|16||2|2017-10-01||
11195|46|blau|adidas|114.23|1|2|5.0|1|2017-10-01|S|4.0
11196|M|weiss|adidas|31.68|15|30||1|2017-10-01||
11198|L|blau|adidas|44.38|1|7|16.0|1|2017-10-01|C|
11198|S|blau|adidas|44.38|1|7|16.0|1|2017-10-01|C|
11198|XL|blau|adidas|44.38|1|7|16.0|2|2017-10-01|C|
11201|41 - 44|schwarz|Uhlsport|10.09|1|7|12.0|1|2017-10-01|A|3.0
11204|L|weiss|Jordan|44.38|9|10|29.0|1|2017-10-01|C|
11205|2XL|schwarz|Nike|82.48|1|7|22.0|1|2017-10-01|C|
11205|L|schwarz|Nike|82.48|1|7|22.0|10|2017-10-01|C|
11205|M|schwarz|Nike|82.48|1|7|22.0|7|2017-10-01|C|
11205|S|schwarz|Nike|82.48|1|7|22.0|6|2017-10-01|C|
11205|XL|schwarz|Nike|82.48|1|7|22.0|1|2017-10-01|C|
11207|2XL|gruen|PUMA|18.98|1|7|8.0|1|2017-10-01|C|
11208|35,5|orange|Nike|69.78|1|37|3.0|1|2017-10-01|S|0.0
11214|XL|blau|Uhlsport|54.54|1|7|14.0|1|2017-10-01|C|
11215|39 1/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|2.0
11215|42|schwarz|adidas|101.53|1|2|3.0|2|2017-10-01|S|3.0
11215|42 2/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|3.0
11215|43 1/3|schwarz|adidas|101.53|1|2|3.0|2|2017-10-01|S|3.0
11215|44|schwarz|adidas|101.53|1|2|3.0|7|2017-10-01|S|4.0
11215|44 2/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11215|45 1/3|schwarz|adidas|101.53|1|2|3.0|3|2017-10-01|S|4.0
11215|46|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11215|46 2/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11215|47 1/3|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|5.0
11215|48|schwarz|adidas|101.53|1|2|3.0|1|2017-10-01|S|5.0
11218|40|weiss|Nike|266.63|1|2|4.0|1|2017-10-01||
11221|L|blau|Jako|12.63|1|7|8.0|5|2017-10-01|C|
11221|M|blau|Jako|12.63|1|7|8.0|9|2017-10-01|C|
11221|S|blau|Jako|12.63|1|7|8.0|1|2017-10-01|C|
11221|XL|blau|Jako|12.63|1|7|8.0|3|2017-10-01|C|
11222|39|blau|Nike|133.28|9|37|32.0|1|2017-10-01|S|2.0
11223|46|grau|adidas|228.53|1|2|5.0|1|2017-10-01|S|4.0
11224|44|orange|Nike|380.93|1|2|4.0|1|2017-10-01||
11224|47|orange|Nike|380.93|1|2|4.0|1|2017-10-01||
11227|39|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|2.0
11227|40|rot|Nike|215.83|1|2|3.0|2|2017-10-01|S|2.0
11227|40,5|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|2.0
11227|41|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|3.0
11227|42|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
11227|42,5|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|3.0
11227|43|rot|Nike|215.83|1|2|3.0|7|2017-10-01|S|3.0
11227|44|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
11227|44,5|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
11227|45|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
11227|45,5|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
11227|46|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
11227|47|rot|Nike|215.83|1|2|3.0|4|2017-10-01|S|5.0
11227|47,5|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|5.0
11229|140|schwarz|Jako|35.49|1|7|21.0|1|2017-10-01|C|
11230|YLG 147,5-157,5|weiss|Under Armour|50.73|15|33||1|2017-10-01||
11234|44|blau|adidas|317.43|1|2|3.0|1|2017-10-01|S|4.0
11234|44 2/3|blau|adidas|317.43|1|2|3.0|2|2017-10-01|S|4.0
11234|45 1/3|blau|adidas|317.43|1|2|3.0|1|2017-10-01|S|4.0
11234|46|blau|adidas|317.43|1|2|3.0|1|2017-10-01|S|4.0
11235|33,5|orange|Nike|69.78|1|37|39.0|1|2017-10-01|S|0.0
11235|38,5|orange|Nike|69.78|1|37|39.0|1|2017-10-01|S|1.0
11237|44|orange|Nike|228.53|1|2|39.0|1|2017-10-01|S|4.0
11237|45,5|orange|Nike|228.53|1|2|39.0|1|2017-10-01|S|4.0
11237|46|orange|Nike|228.53|1|2|39.0|1|2017-10-01|S|4.0
11241|2XL|schwarz|adidas|44.38|1|7|23.0|2|2017-10-01|C|
11241|L|schwarz|adidas|44.38|1|7|23.0|31|2017-10-01|C|
11241|M|schwarz|adidas|44.38|1|7|23.0|16|2017-10-01|C|
11241|S|schwarz|adidas|44.38|1|7|23.0|4|2017-10-01|C|
11241|XL|schwarz|adidas|44.38|1|7|23.0|3|2017-10-01|C|
11241|XS|schwarz|adidas|44.38|1|7|23.0|1|2017-10-01|C|
11247|39|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|2.0
11247|40|rot|Nike|215.83|1|2|3.0|7|2017-10-01|S|2.0
11247|40,5|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|2.0
11247|41|rot|Nike|215.83|1|2|3.0|8|2017-10-01|S|3.0
11247|42|rot|Nike|215.83|1|2|3.0|11|2017-10-01|S|3.0
11247|42,5|rot|Nike|215.83|1|2|3.0|2|2017-10-01|S|3.0
11247|43|rot|Nike|215.83|1|2|3.0|16|2017-10-01|S|3.0
11247|44|rot|Nike|215.83|1|2|3.0|17|2017-10-01|S|4.0
11247|44,5|rot|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
11247|45|rot|Nike|215.83|1|2|3.0|8|2017-10-01|S|4.0
11247|45,5|rot|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
11247|46|rot|Nike|215.83|1|2|3.0|5|2017-10-01|S|4.0
11247|47|rot|Nike|215.83|1|2|3.0|4|2017-10-01|S|5.0
11247|47,5|rot|Nike|215.83|1|2|3.0|2|2017-10-01|S|5.0
11249|L|grau|adidas|57.08|1|7|16.0|2|2017-10-20|C|
11249|M|grau|adidas|57.08|1|7|16.0|1|2017-10-20|C|
11249|S|grau|adidas|57.08|1|7|16.0|1|2017-10-20|C|
11250|2XL|rot|Nike|44.38|15|33||1|2017-10-01||
11250|L|rot|Nike|44.38|15|33||13|2017-10-01||
11250|M|rot|Nike|44.38|15|33||1|2017-10-01||
11250|S|rot|Nike|44.38|15|33||1|2017-10-01||
11250|XL|rot|Nike|44.38|15|33||6|2017-10-01||
11251|42|gold|adidas|101.53|1|2|39.0|1|2017-11-23|S|3.0
11251|43 1/3|gold|adidas|101.53|1|2|39.0|1|2017-11-23|S|3.0
11252|116|blau|adidas|44.38|1|7|16.0|1|2017-10-01|C|
11252|128|blau|adidas|44.38|1|7|16.0|3|2017-10-01|C|
11252|140|blau|adidas|44.38|1|7|16.0|18|2017-10-01|C|
11252|152|blau|adidas|44.38|1|7|16.0|1|2017-10-01|C|
11252|164|blau|adidas|44.38|1|7|16.0|29|2017-10-01|C|
11254|L|schwarz|adidas|63.43|1|7|21.0|1|2017-11-07|C|
11256|L|schwarz|PUMA|20.25|15|16||11|2017-10-01||
11256|M|schwarz|PUMA|20.25|15|16||2|2017-10-01||
11256|S|schwarz|PUMA|20.25|15|16||1|2017-10-01||
11256|XL|schwarz|PUMA|20.25|15|16||6|2017-10-01||
11257|L|grau|Jako|35.49|1|7|16.0|2|2017-10-01|C|
11257|M|grau|Jako|35.49|1|7|16.0|1|2017-10-01|C|
11257|S|grau|Jako|35.49|1|7|16.0|1|2017-10-01|C|
11260|2XL|schwarz|Nike|31.68|1|7|8.0|1|2017-10-01|C|
11260|L|schwarz|Nike|31.68|1|7|8.0|1|2017-10-01|C|
11260|M|schwarz|Nike|31.68|1|7|8.0|32|2017-10-01|C|
11260|S|schwarz|Nike|31.68|1|7|8.0|10|2017-10-01|C|
11260|XL|schwarz|Nike|31.68|1|7|8.0|4|2017-10-01|C|
11266|44 2/3|blau|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11266|46|blau|adidas|101.53|1|2|3.0|1|2017-10-01|S|4.0
11269|2 ( 37-39 )|weiss|adidas|8.82|1|7|12.0|5|2017-10-01|A|1.0
11269|4 ( 43-45 )|weiss|adidas|8.82|1|7|12.0|2|2017-10-01|A|4.0
11270|41 - 44|weiss|Uhlsport|16.44|1|7|13.0|1|2017-10-01|A|3.0
11272|S ( 128-140 )|schwarz|Nike|101.53|9|10|22.0|1|2017-10-01|C|
11273|43|grau|Nike|228.53|1|2|3.0|2|2017-10-01|S|3.0
11273|44,5|grau|Nike|228.53|1|2|3.0|1|2017-10-01|S|4.0
11276|M|schwarz|Jordan|38.03|9|10|25.0|2|2017-12-08|C|
11276|S|schwarz|Jordan|38.03|9|10|25.0|1|2017-12-08|C|
11278|44|gruen|adidas|165.03|9|18|32.0|1|2017-10-01|S|4.0
11280|39|blau|Nike|95.18|1|2|3.0|1|2017-11-14|S|2.0
11280|40|blau|Nike|95.18|1|2|3.0|1|2017-11-14|S|2.0
11280|40,5|blau|Nike|95.18|1|2|3.0|5|2017-11-14|S|2.0
11280|41|blau|Nike|95.18|1|2|3.0|1|2017-11-14|S|3.0
11280|42|blau|Nike|95.18|1|2|3.0|2|2017-11-14|S|3.0
11280|42,5|blau|Nike|95.18|1|2|3.0|3|2017-11-14|S|3.0
11280|44|blau|Nike|95.18|1|2|3.0|5|2017-11-14|S|4.0
11280|44,5|blau|Nike|95.18|1|2|3.0|2|2017-11-14|S|4.0
11280|45|blau|Nike|95.18|1|2|3.0|1|2017-11-14|S|4.0
11280|45,5|blau|Nike|95.18|1|2|3.0|1|2017-11-14|S|4.0
11280|46|blau|Nike|95.18|1|2|3.0|2|2017-11-14|S|4.0
11286|2XL|blau|adidas|76.13|1|7|22.0|1|2017-10-01|C|
11286|L|blau|adidas|76.13|1|7|22.0|3|2017-10-01|C|
11286|M|blau|adidas|76.13|1|7|22.0|7|2017-10-01|C|
11286|S|blau|adidas|76.13|1|7|22.0|2|2017-10-01|C|
11286|XL|blau|adidas|76.13|1|7|22.0|11|2017-10-01|C|
11293|2XL|rot|adidas|95.18|1|7|31.0|3|2017-10-01|C|
11293|L|rot|adidas|95.18|1|7|31.0|5|2017-10-01|C|
11293|M|rot|adidas|95.18|1|7|31.0|10|2017-10-01|C|
11293|S|rot|adidas|95.18|1|7|31.0|1|2017-10-01|C|
11293|XL|rot|adidas|95.18|1|7|31.0|15|2017-10-01|C|
11295|L|rot|Nike|38.03|1|7|8.0|1|2017-10-01|C|
11299|L|weiss|adidas|63.43|1|7|21.0|1|2017-10-01|C|
11299|M|weiss|adidas|63.43|1|7|21.0|1|2017-10-01|C|
11299|XL|weiss|adidas|63.43|1|7|21.0|1|2017-10-01|C|
11306|42|weiss|adidas|165.03|1|2|3.0|1|2017-10-01|S|3.0
11306|42 2/3|weiss|adidas|165.03|1|2|3.0|2|2017-10-01|S|3.0
11308|L|blau|PUMA|18.98|1|7|8.0|1|2017-10-01|C|
11314|M|schwarz|Nike|88.83|9|10|14.0|1|2017-10-01|C|
11317|2XL|blau|Nike|38.03|1|7|16.0|4|2017-10-01|C|
11317|L|blau|Nike|38.03|1|7|16.0|13|2017-10-01|C|
11317|M|blau|Nike|38.03|1|7|16.0|20|2017-10-01|C|
11317|S|blau|Nike|38.03|1|7|16.0|19|2017-10-01|C|
11317|XL|blau|Nike|38.03|1|7|16.0|11|2017-10-01|C|
11319|M|schwarz|Jako|38.03|1|7|16.0|1|2017-10-01|C|
11321|L|blau|Nike|38.03|1|7|21.0|2|2017-10-01|C|
11321|M|blau|Nike|38.03|1|7|21.0|5|2017-10-01|C|
11321|XL|blau|Nike|38.03|1|7|21.0|1|2017-10-01|C|
11323|L|schwarz|Nike|38.03|1|7|16.0|3|2017-11-23|C|
11323|M|schwarz|Nike|38.03|1|7|16.0|9|2017-11-23|C|
11323|S|schwarz|Nike|38.03|1|7|16.0|1|2017-11-23|C|
11323|XL|schwarz|Nike|38.03|1|7|16.0|1|2017-11-23|C|
11324|L ( 152-158 )|blau|Nike|18.98|1|7|25.0|1|2017-10-01|C|
11324|M ( 140-152 )|blau|Nike|18.98|1|7|25.0|1|2017-10-01|C|
11324|S ( 128-140 )|blau|Nike|18.98|1|7|25.0|1|2017-10-01|C|
11324|XL ( 158-170 )|blau|Nike|18.98|1|7|25.0|1|2017-10-01|C|
11325|38,5|grau|Nike|114.23|9|37|32.0|1|2017-10-01|S|1.0
11329|39 1/3|schwarz|adidas|114.23|1|2|4.0|1|2017-11-15||
11329|41 1/3|schwarz|adidas|114.23|1|2|4.0|2|2017-11-15||
11329|42|schwarz|adidas|114.23|1|2|4.0|1|2017-11-15||
11329|42 2/3|schwarz|adidas|114.23|1|2|4.0|1|2017-11-15||
11329|43 1/3|schwarz|adidas|114.23|1|2|4.0|5|2017-11-15||
11329|44|schwarz|adidas|114.23|1|2|4.0|2|2017-11-15||
11329|44 2/3|schwarz|adidas|114.23|1|2|4.0|5|2017-11-15||
11329|45 1/3|schwarz|adidas|114.23|1|2|4.0|2|2017-11-15||
11329|46|schwarz|adidas|114.23|1|2|4.0|1|2017-11-15||
11329|46 2/3|schwarz|adidas|114.23|1|2|4.0|2|2017-11-15||
11330|M ( 38/40 )|schwarz|Nike|69.78|9|10|35.0|1|2017-10-01|C|
11330|S ( 34/36 )|schwarz|Nike|69.78|9|10|35.0|1|2017-10-01|C|
11330|XS ( 32/34 )|schwarz|Nike|69.78|9|10|35.0|1|2017-10-01|C|
11331|164|gruen|PUMA|31.68|15|16||1|2017-10-01||
11332|42|rot|Nike|190.43|1|2|5.0|1|2017-10-01|S|3.0
11332|43|rot|Nike|190.43|1|2|5.0|1|2017-10-01|S|3.0
11332|45|rot|Nike|190.43|1|2|5.0|1|2017-10-01|S|4.0
11339|L|grau|Nike|126.93|9|10|22.0|1|2017-10-01|C|
11339|M|grau|Nike|126.93|9|10|22.0|2|2017-10-01|C|
11339|S|grau|Nike|126.93|9|10|22.0|2|2017-10-01|C|
11339|XL|grau|Nike|126.93|9|10|22.0|1|2017-10-01|C|
11340|L|schwarz|Jako|82.48|1|7|22.0|1|2017-10-01|C|
11340|M|schwarz|Jako|82.48|1|7|22.0|1|2017-10-01|C|
11340|XL|schwarz|Jako|82.48|1|7|22.0|1|2017-10-01|C|
11345|116|blau|adidas|50.73|1|7|28.0|1|2017-10-01|C|
11350|L|grau|Nike|95.18|9|10|22.0|1|2017-10-01|C|
11350|M|grau|Nike|95.18|9|10|22.0|1|2017-10-01|C|
11350|XL|grau|Nike|95.18|9|10|22.0|1|2017-10-01|C|
11353|41 1/3|rot|adidas|419.03|1|2|4.0|1|2017-10-01||
11354|L ( 152-158 )|grau|Nike|107.88|9|10|22.0|1|2017-10-01|C|
11355|33|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|0.0
11355|33,5|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|0.0
11355|34|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|0.0
11355|36|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|1.0
11355|36,5|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|1.0
11355|37,5|rot|Nike|88.83|1|37|5.0|2|2017-10-01|S|1.0
11355|38|rot|Nike|88.83|1|37|5.0|1|2017-10-01|S|1.0
11356|140|rot|adidas|57.08|1|7|14.0|1|2017-10-01|C|
11357|L|blau|PUMA|50.73|1|7|20.0|2|2017-10-01|C|
11357|S|blau|PUMA|50.73|1|7|20.0|1|2017-10-01|C|
11358|41|weiss|Jordan|44.38|9|18|32.0|2|2017-10-01|S|3.0
11358|42,5|weiss|Jordan|44.38|9|18|32.0|1|2017-10-01|S|3.0
11358|44|weiss|Jordan|44.38|9|18|32.0|2|2017-10-01|S|4.0
11364|39 1/3|schwarz|adidas|165.03|1|2|5.0|1|2017-10-01|S|2.0
11364|42 2/3|schwarz|adidas|165.03|1|2|5.0|1|2017-10-01|S|3.0
11364|43 1/3|schwarz|adidas|165.03|1|2|5.0|1|2017-10-01|S|3.0
11364|44 2/3|schwarz|adidas|165.03|1|2|5.0|1|2017-10-01|S|4.0
11367|34|schwarz|adidas|152.33|1|37|3.0|1|2017-11-22|S|0.0
11367|37 1/3|schwarz|adidas|152.33|1|37|3.0|1|2017-11-22|S|1.0
11367|38|schwarz|adidas|152.33|1|37|3.0|1|2017-11-22|S|1.0
11368|2XL|schwarz|Nike|69.78|1|7|14.0|1|2017-10-01|C|
11370|38|schwarz|Nike|107.88|9|36|32.0|1|2017-10-01|S|1.0
11371|3 ( 39-42 )|blau|PUMA|12.63|1|7|11.0|1|2017-10-01|A|3.0
11371|4 ( 43-46 )|blau|PUMA|12.63|1|7|11.0|3|2017-10-01|A|4.0
11371|5 ( 47-49 )|blau|PUMA|12.63|1|7|11.0|1|2017-10-01|A|5.0
11372|44,5|blau|Nike|152.33|9|18|32.0|1|2017-10-01|S|4.0
11375|44|orange|Nike|222.18|1|2|5.0|2|2017-10-01|S|4.0
11375|44,5|orange|Nike|222.18|1|2|5.0|1|2017-10-01|S|4.0
11375|45,5|orange|Nike|222.18|1|2|5.0|1|2017-10-01|S|4.0
11377|M|grau|Nike|101.53|9|10|22.0|1|2017-12-06|C|
11377|S|grau|Nike|101.53|9|10|22.0|1|2017-12-06|C|
11381|41|schwarz|PUMA|253.93|1|2|3.0|1|2017-10-01|S|3.0
11381|42|schwarz|PUMA|253.93|1|2|3.0|1|2017-10-01|S|3.0
11381|43|schwarz|PUMA|253.93|1|2|3.0|1|2017-10-01|S|3.0
11381|45|schwarz|PUMA|253.93|1|2|3.0|1|2017-10-01|S|4.0
11381|46|schwarz|PUMA|253.93|1|2|3.0|1|2017-10-01|S|4.0
11383|45|grau|Nike|82.48|9|18|32.0|1|2017-10-01|S|4.0
11384|30|gruen|Nike|69.78|1|37|5.0|1|2017-10-01|S|00
11384|31,5|gruen|Nike|69.78|1|37|5.0|1|2017-10-01|S|0.0
11386|L ( 152-158 )|blau|Nike|63.43|1|7|14.0|1|2017-10-01|C|
11386|XL ( 158-170 )|blau|Nike|63.43|1|7|14.0|1|2017-10-01|C|
11389|L|rot|adidas|50.73|1|7|22.0|2|2017-10-23|C|
11389|M|rot|adidas|50.73|1|7|22.0|1|2017-10-23|C|
11391|L|weiss|adidas|18.98|1|7|21.0|11|2017-10-01|C|
11391|M|weiss|adidas|18.98|1|7|21.0|2|2017-10-01|C|
11391|XL|weiss|adidas|18.98|1|7|21.0|6|2017-10-01|C|
11393|152|schwarz|Jako|31.68|1|7|16.0|1|2017-10-01|C|
11393|164|schwarz|Jako|31.68|1|7|16.0|1|2017-10-01|C|
11395|2XL|schwarz|adidas|107.88|1|7|31.0|1|2017-10-01|C|
11395|L|schwarz|adidas|107.88|1|7|31.0|1|2017-10-01|C|
11395|M|schwarz|adidas|107.88|1|7|31.0|2|2017-10-01|C|
11395|S|schwarz|adidas|107.88|1|7|31.0|1|2017-10-01|C|
11395|XL|schwarz|adidas|107.88|1|7|31.0|1|2017-10-01|C|
11402|8 ( XL )|schwarz|Erima|21.52|1|7|8.0|1|2017-10-01|C|
11406|5 ( 43-46 )|blau|Jako|10.09|1|7|13.0|1|2017-10-01|A|4.0
11410|L|schwarz|adidas|44.38|1|7|8.0|1|2017-10-01|C|
11410|M|schwarz|adidas|44.38|1|7|8.0|1|2017-10-01|C|
11410|S|schwarz|adidas|44.38|1|7|8.0|1|2017-10-01|C|
11411|3XL|schwarz|PUMA|63.43|15|33||1|2017-10-01||
11411|L|schwarz|PUMA|63.43|15|33||3|2017-10-01||
11411|M|schwarz|PUMA|63.43|15|33||1|2017-10-01||
11411|S|schwarz|PUMA|63.43|15|33||1|2017-10-01||
11411|XL|schwarz|PUMA|63.43|15|33||2|2017-10-01||
11412|37 1/3|rot|adidas|190.43|1|37|6.0|1|2017-10-01|S|1.0
11414|43|schwarz|Cinquestelle|126.93|1|2|3.0|1|2017-10-01|S|3.0
11418|2XL|blau|adidas|38.03|15|24||2|2017-10-01||
11418|S|blau|adidas|38.03|15|24||1|2017-10-01||
11420|2XL|rot|adidas|44.38|1|7|23.0|1|2017-10-01|C|
11420|L|rot|adidas|44.38|1|7|23.0|1|2017-10-01|C|
11420|S|rot|adidas|44.38|1|7|23.0|1|2017-10-01|C|
11422|3 (35-38 )|weiss|Jako|10.09|1|7|13.0|1|2017-10-01|A|1.0
11422|4 ( 39-42 )|weiss|Jako|10.09|1|7|13.0|2|2017-10-01|A|3.0
11422|5 ( 43-46 )|weiss|Jako|10.09|1|7|13.0|1|2017-10-01|A|4.0
11425|L ( 152-158 )|blau|Nike|50.73|1|7|22.0|1|2017-10-01|C|
11426|2XL|blau|adidas|31.68|15|16||2|2017-10-01||
11426|S|blau|adidas|31.68|15|16||2|2017-10-01||
11429|L|schwarz|Jako|25.33|1|7|8.0|3|2017-10-01|C|
11431|35|schwarz|Nike|88.83|1|37|3.0|1|2017-10-01|S|0.0
11431|36|schwarz|Nike|88.83|1|37|3.0|1|2017-10-01|S|1.0
11431|38,5|schwarz|Nike|88.83|1|37|3.0|1|2017-10-01|S|1.0
11433|2XL|schwarz|PUMA|50.73|1|7|14.0|9|2017-10-01|C|
11433|L|schwarz|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
11433|M|schwarz|PUMA|50.73|1|7|14.0|2|2017-10-01|C|
11433|S|schwarz|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
11433|XL|schwarz|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
11438|L|schwarz|Nike|38.03|1|7|41.0|1|2017-10-01|C|
11438|XL|schwarz|Nike|38.03|1|7|41.0|2|2017-10-01|C|
11445|M|pink|Nike|31.68|1|7|21.0|2|2017-10-01|C|
11449|41|weiss|PUMA|165.03|1|2|6.0|1|2017-12-05|S|3.0
11449|42,5|weiss|PUMA|165.03|1|2|6.0|1|2017-12-05|S|3.0
11449|43|weiss|PUMA|165.03|1|2|6.0|2|2017-12-05|S|3.0
11449|44|weiss|PUMA|165.03|1|2|6.0|1|2017-12-05|S|4.0
11450|M|weiss|Under Armour|69.78|15|33||3|2017-10-01||
11450|S|weiss|Under Armour|69.78|15|33||2|2017-10-01||
11450|XL|weiss|Under Armour|69.78|15|33||1|2017-10-01||
11452|39|blau|Nike|82.48|1|2|3.0|1|2017-10-01|S|2.0
