pid|size|startdate|wait_time|Rcr
12056|XL|2017-10-18|21|0
12056|XL|2017-11-09|29|0
12056|XL|2017-12-09|35|0
12056|XL|2018-01-14|6|0
12056|XL|2018-01-21|10|1
12061|42|2017-10-01|69|0
12061|42|2017-12-10|52|0
12062|38|2017-10-01|10|0
12062|38|2017-10-12|11|0
12062|38|2017-10-24|99|1
12063|L|2017-10-01|10|0
12063|L|2017-10-12|111|1
12063|M|2017-10-01|122|1
12063|S|2017-10-01|6|0
12063|S|2017-10-08|59|0
12063|S|2017-12-07|55|1
12063|XL|2017-10-01|42|0
12063|XL|2017-11-13|63|0
12063|XL|2018-01-16|15|1
12065|L ( 40/42 )|2017-10-01|28|0
12065|L ( 40/42 )|2017-10-30|28|0
12065|L ( 40/42 )|2017-11-28|2|0
12065|L ( 40/42 )|2017-12-01|61|1
12067|M ( 38/40 )|2017-10-01|100|0
12067|M ( 38/40 )|2018-01-10|21|1
12067|S ( 34/36 )|2017-10-01|36|0
12067|S ( 34/36 )|2017-11-07|6|0
12067|S ( 34/36 )|2017-11-14|6|0
12067|S ( 34/36 )|2017-11-21|6|0
12067|S ( 34/36 )|2017-11-28|15|0
12067|S ( 34/36 )|2017-12-14|36|0
12067|S ( 34/36 )|2018-01-20|11|1
12071|L|2017-10-01|64|0
12071|L|2017-12-05|57|1
12079|45,5|2017-10-01|39|0
12079|45,5|2017-11-10|13|0
12079|45,5|2017-11-24|67|0
12079|45,5|2018-01-31|0|1
12080|40,5|2017-10-01|42|0
12080|40,5|2017-11-13|79|1
12083|2|2017-10-01|1|0
12083|2|2017-10-03|120|1
12086|31|2017-11-21|54|0
12086|31|2018-01-15|16|1
12086|37 1/3|2017-11-21|48|0
12086|37 1/3|2018-01-09|4|0
12086|37 1/3|2018-01-14|17|1
12086|38 2/3|2017-11-21|13|0
12086|38 2/3|2017-12-05|26|0
12086|38 2/3|2018-01-01|30|1
12093|42|2017-10-01|9|0
12093|42|2017-10-11|7|0
12093|42|2017-10-19|15|0
12093|42|2017-11-04|3|0
12093|42|2017-11-08|20|0
12093|42|2017-11-29|9|0
12093|42|2017-12-09|32|0
12093|42|2018-01-11|20|1
12093|42,5|2017-10-01|38|0
12093|42,5|2017-11-09|21|0
12093|42,5|2017-12-01|9|0
12093|42,5|2017-12-11|17|0
12093|42,5|2017-12-29|4|0
12093|42,5|2018-01-03|6|0
12093|42,5|2018-01-10|14|0
12093|42,5|2018-01-25|6|1
12093|43|2017-10-01|18|0
12093|43|2017-10-20|1|0
12093|43|2017-10-22|0|0
12093|43|2017-10-23|2|0
12093|43|2017-10-26|0|0
12093|43|2017-10-27|8|0
12093|43|2017-11-05|7|0
12093|43|2017-11-13|11|0
12093|43|2017-11-25|1|0
12093|43|2017-11-27|2|0
12093|43|2017-11-30|16|0
12093|43|2017-12-17|16|0
12093|43|2018-01-03|0|0
12093|43|2018-01-04|13|0
12093|43|2018-01-18|11|0
12093|43|2018-01-30|1|1
12093|44|2017-10-01|20|0
12093|44|2017-10-22|3|0
12093|44|2017-10-26|34|0
12093|44|2017-11-30|61|0
12093|44|2018-01-31|0|1
12093|45|2017-10-01|21|0
12093|45|2017-10-23|28|0
12093|45|2017-11-21|17|0
12093|45|2017-12-09|27|0
12093|45|2018-01-06|25|0
12093|45,5|2017-10-01|58|0
12093|45,5|2017-11-29|21|0
12093|45,5|2017-12-21|15|0
12093|45,5|2018-01-06|25|1
12094|L|2017-10-01|4|0
12094|L|2017-10-06|2|0
12094|L|2017-10-09|7|0
12094|L|2017-10-17|9|0
12094|L|2017-10-27|14|0
12094|L|2017-11-11|67|0
12094|L|2018-01-18|12|0
12094|L|2018-01-31|0|1
12094|M|2017-10-01|7|0
12094|M|2017-10-09|8|0
12094|M|2017-10-18|6|0
12094|M|2017-10-25|1|0
12094|M|2017-10-27|6|0
12094|M|2017-11-03|33|0
12094|M|2017-12-07|28|0
12094|M|2018-01-05|11|0
12094|M|2018-01-17|13|0
12094|M|2018-01-31|0|1
12094|S|2017-10-01|8|0
12094|S|2017-10-10|113|1
12094|XL|2017-10-01|9|0
12094|XL|2017-10-11|30|0
12094|XL|2017-11-11|71|0
12094|XL|2018-01-22|9|1
12096|37,5|2017-10-01|29|0
12096|37,5|2017-10-31|43|0
12096|37,5|2017-12-14|32|0
12096|37,5|2018-01-16|15|1
12100|L|2017-10-01|25|0
12100|L|2017-10-27|31|0
12100|L|2017-11-28|54|0
12100|L|2018-01-22|9|0
12100|M|2017-10-01|25|0
12100|M|2017-10-27|51|0
12100|M|2017-12-18|44|0
12100|S|2017-10-01|45|0
12100|S|2017-11-16|52|0
12100|S|2018-01-08|23|1
12101|L ( 152-158 )|2017-10-01|43|0
12101|L ( 152-158 )|2017-11-14|27|0
12101|L ( 152-158 )|2017-12-12|50|1
12101|XL ( 158-170 )|2017-10-01|17|0
12101|XL ( 158-170 )|2017-10-19|39|0
12101|XL ( 158-170 )|2017-11-28|12|0
12101|XL ( 158-170 )|2017-12-11|20|0
12101|XL ( 158-170 )|2018-01-01|10|0
12101|XL ( 158-170 )|2018-01-12|4|0
12101|XL ( 158-170 )|2018-01-17|13|0
12101|XL ( 158-170 )|2018-01-31|0|1
12105|L|2017-10-01|4|0
12105|L|2017-10-06|4|0
12105|L|2017-10-11|8|0
12105|L|2017-10-20|11|0
12105|L|2017-11-01|3|0
12105|L|2017-11-05|0|0
12105|L|2017-11-06|16|0
12105|L|2017-11-23|19|0
12105|L|2017-12-13|2|0
12105|L|2017-12-16|4|0
12105|L|2017-12-21|12|0
12105|L|2018-01-03|17|0
12105|L|2018-01-21|9|0
12105|L|2018-01-31|0|1
12105|M|2017-10-01|4|0
12105|M|2017-10-06|69|0
12105|M|2017-12-15|47|1
12105|S|2017-10-01|11|0
12105|S|2017-10-13|110|1
12105|XL|2017-10-01|109|0
12105|XL|2018-01-19|12|1
12107|L|2017-10-01|122|1
12107|M|2017-10-01|64|0
12107|M|2017-12-05|57|1
12111|3XL|2017-10-23|100|0
12111|L|2017-10-23|100|0
12111|M|2017-10-23|100|1
12111|S|2017-10-23|100|0
12111|XL|2017-10-23|55|0
12111|XL|2017-12-18|23|0
12111|XL|2018-01-11|20|1
12111|XS|2017-10-23|100|0
12112|XS ( 32 )|2017-10-01|73|0
12112|XS ( 32 )|2017-12-14|48|1
12115|L|2017-10-01|0|0
12115|L|2017-10-02|24|0
12115|L|2017-10-27|69|0
12115|L|2018-01-05|17|0
12115|L|2018-01-23|8|1
12115|S|2017-10-01|34|0
12115|S|2017-11-05|73|0
12115|S|2018-01-18|13|1
12117|XL ( 158-170 )|2017-11-23|69|0
12119|M|2017-11-17|7|0
12119|M|2017-11-25|15|0
12119|M|2017-12-11|51|1
12119|S|2017-11-17|65|0
12119|S|2018-01-22|9|1
12122|41|2017-10-01|2|0
12122|41|2017-10-04|4|0
12122|41|2017-10-09|22|0
12122|41|2017-11-01|91|1
12122|42|2017-10-01|24|0
12122|42|2017-10-26|12|0
12122|42|2017-11-08|1|0
12122|42|2017-11-10|82|1
12125|L|2017-12-05|56|0
12125|L|2018-01-31|0|1
12125|M|2017-12-05|57|1
12125|S|2017-12-05|42|0
12125|S|2018-01-17|4|0
12125|S|2018-01-22|9|1
12125|XL|2017-12-05|57|1
12132|L|2017-10-01|15|0
12132|L|2017-10-17|32|0
12132|L|2017-11-19|29|0
12132|L|2017-12-19|34|0
12132|L|2018-01-23|8|1
12133|42,5|2017-10-01|27|0
12133|42,5|2017-10-29|4|0
12133|42,5|2017-11-03|81|0
12133|42,5|2018-01-24|7|1
12139|39|2017-12-14|48|1
12139|40|2017-12-14|43|0
12139|40|2018-01-27|4|1
12139|40,5|2017-12-14|46|0
12139|40,5|2018-01-30|1|1
12139|41|2017-12-14|48|0
12139|42|2017-12-14|48|1
12139|42,5|2017-12-14|48|1
12139|43|2017-12-14|34|0
12139|43|2018-01-18|1|0
12139|43|2018-01-20|2|0
12139|43|2018-01-23|1|0
12139|43|2018-01-25|0|0
12139|43|2018-01-26|2|0
12139|43|2018-01-29|0|0
12139|43|2018-01-30|0|0
12139|43|2018-01-31|0|0
12139|44|2017-12-14|41|0
12139|44|2018-01-25|5|0
12139|44|2018-01-31|0|1
12139|44,5|2017-12-14|48|0
12139|45|2017-12-14|40|0
12139|45|2018-01-24|7|0
12139|46|2017-12-14|42|0
12139|46|2018-01-26|5|0
12139|47|2017-12-14|48|0
12140|40,5|2017-10-01|122|1
12140|42|2017-10-01|54|0
12140|42|2017-11-25|67|0
12140|42,5|2017-10-01|14|0
12140|42,5|2017-10-16|28|0
12140|42,5|2017-11-14|78|1
12140|43|2017-10-01|3|0
12140|43|2017-10-05|118|1
12140|44,5|2017-10-01|39|0
12140|44,5|2017-11-10|82|1
12140|46|2017-10-01|18|0
12140|46|2017-10-20|3|0
12140|46|2017-10-24|0|0
12140|46|2017-10-25|11|0
12140|46|2017-11-06|1|0
12140|46|2017-11-08|84|1
12141|L|2017-10-01|122|1
12141|M|2017-10-01|22|0
12141|M|2017-10-24|99|1
12141|XL|2017-10-01|3|0
12141|XL|2017-10-05|36|0
12141|XL|2017-11-11|81|1
12143|2XL|2017-10-01|6|0
12143|2XL|2017-10-08|38|0
12143|2XL|2017-11-16|17|0
12143|2XL|2017-12-04|46|0
12143|2XL|2018-01-20|9|0
12143|2XL|2018-01-30|1|1
12143|3XL|2017-10-01|122|1
12143|L|2017-10-01|0|0
12143|L|2017-10-02|7|0
12143|L|2017-10-10|7|0
12143|L|2017-10-18|5|0
12143|L|2017-10-24|1|0
12143|L|2017-10-26|0|0
12143|L|2017-10-27|4|0
12143|L|2017-11-01|5|0
12143|L|2017-11-07|16|0
12143|L|2017-11-24|0|0
12143|L|2017-11-25|2|0
12143|L|2017-11-28|2|0
12143|L|2017-12-01|8|0
12143|L|2017-12-10|6|0
12143|L|2017-12-17|1|0
12143|L|2017-12-19|22|0
12143|L|2018-01-11|0|0
12143|L|2018-01-12|0|0
12143|L|2018-01-13|3|0
12143|L|2018-01-17|0|0
12143|L|2018-01-18|0|0
12143|L|2018-01-19|0|0
12143|L|2018-01-20|2|0
12143|L|2018-01-23|2|0
12143|L|2018-01-26|2|0
12143|L|2018-01-29|0|0
12143|L|2018-01-30|0|0
12143|L|2018-01-31|0|1
12143|M|2017-10-01|28|0
12143|M|2017-10-30|72|0
12143|M|2018-01-11|1|0
12143|M|2018-01-13|4|0
12143|M|2018-01-18|1|0
12143|M|2018-01-20|4|0
12143|M|2018-01-25|3|0
12143|M|2018-01-29|2|1
12143|S|2017-10-01|25|0
12143|S|2017-10-27|84|0
12143|S|2018-01-20|5|0
12143|S|2018-01-26|3|0
12143|S|2018-01-30|0|0
12143|S|2018-01-31|0|1
12143|XL|2017-10-01|25|0
12143|XL|2017-10-27|77|0
12143|XL|2018-01-13|5|0
12143|XL|2018-01-19|0|0
12143|XL|2018-01-20|2|0
12143|XL|2018-01-23|5|0
12143|XL|2018-01-29|2|1
12143|XS|2017-10-01|5|0
12143|XS|2017-10-07|102|0
12143|XS|2018-01-18|5|0
12143|XS|2018-01-24|6|0
12143|XS|2018-01-31|0|1
12150|L|2017-12-19|32|0
12150|L|2018-01-21|10|1
12150|M|2017-12-19|38|0
12150|M|2018-01-27|4|1
12151|L|2017-11-22|66|0
12151|L|2018-01-28|3|1
12152|M|2017-10-01|1|0
12152|M|2017-10-03|0|0
12152|M|2017-10-04|0|0
12152|M|2017-10-05|8|0
12152|M|2017-10-14|3|0
12152|M|2017-10-18|17|0
12152|M|2017-11-05|19|0
12152|M|2017-11-25|2|0
12152|M|2017-11-28|12|0
12152|M|2017-12-11|0|0
12152|M|2017-12-12|29|0
12152|M|2018-01-11|20|1
12153|L|2017-10-01|0|0
12153|L|2017-10-02|22|0
12153|L|2017-10-25|1|0
12153|L|2017-10-27|9|0
12153|L|2017-11-06|13|0
12153|L|2017-11-20|4|0
12153|L|2017-11-25|1|0
12153|L|2017-11-27|1|0
12153|L|2017-11-29|5|0
12153|L|2017-12-05|1|0
12153|L|2017-12-07|0|0
12153|L|2017-12-08|9|0
12153|L|2017-12-18|8|0
12153|L|2017-12-27|19|0
12153|L|2018-01-16|1|0
12153|L|2018-01-18|12|0
12153|L|2018-01-31|0|1
12153|XL|2017-10-01|29|0
12153|XL|2017-10-31|38|0
12153|XL|2017-12-09|20|0
12153|XL|2017-12-30|8|0
12153|XL|2018-01-08|7|0
12153|XL|2018-01-16|0|0
12153|XL|2018-01-17|2|0
12153|XL|2018-01-20|4|0
12153|XL|2018-01-25|4|0
12153|XL|2018-01-30|1|0
12158|S|2017-10-01|51|0
12158|S|2017-11-22|70|1
12161|0 ( Bambini )|2017-10-01|1|0
12161|0 ( Bambini )|2017-10-03|93|0
12161|0 ( Bambini )|2018-01-05|19|0
12161|0 ( Bambini )|2018-01-25|6|1
12161|1 ( Junior)|2017-10-01|1|0
12161|1 ( Junior)|2017-10-03|5|0
12161|1 ( Junior)|2017-10-09|4|0
12161|1 ( Junior)|2017-10-14|4|0
12161|1 ( Junior)|2017-10-19|3|0
12161|1 ( Junior)|2017-10-23|0|0
12161|1 ( Junior)|2017-10-24|0|0
12161|1 ( Junior)|2017-10-25|0|0
12161|1 ( Junior)|2017-10-26|0|0
12161|1 ( Junior)|2017-10-27|18|0
12161|1 ( Junior)|2017-11-15|5|0
12161|1 ( Junior)|2017-11-21|1|0
12161|1 ( Junior)|2017-11-23|1|0
12161|1 ( Junior)|2017-11-25|3|0
12161|1 ( Junior)|2017-11-29|0|0
12161|1 ( Junior)|2017-11-30|0|0
12161|1 ( Junior)|2017-12-01|4|0
12161|1 ( Junior)|2017-12-06|1|0
12161|1 ( Junior)|2017-12-08|6|0
12161|1 ( Junior)|2017-12-15|1|0
12161|1 ( Junior)|2017-12-17|8|0
12161|1 ( Junior)|2017-12-26|9|0
12161|1 ( Junior)|2018-01-05|7|0
12161|1 ( Junior)|2018-01-13|13|0
12161|1 ( Junior)|2018-01-27|0|0
12161|1 ( Junior)|2018-01-28|0|0
12161|1 ( Junior)|2018-01-29|2|0
12161|2 ( Senior )|2017-10-01|1|0
12161|2 ( Senior )|2017-10-03|0|0
12161|2 ( Senior )|2017-10-04|0|0
12161|2 ( Senior )|2017-10-05|4|0
12161|2 ( Senior )|2017-10-10|0|0
12161|2 ( Senior )|2017-10-11|1|0
12161|2 ( Senior )|2017-10-13|0|0
12161|2 ( Senior )|2017-10-14|2|0
12161|2 ( Senior )|2017-10-17|8|0
12161|2 ( Senior )|2017-10-26|0|0
12161|2 ( Senior )|2017-10-27|13|0
12161|2 ( Senior )|2017-11-10|14|0
12161|2 ( Senior )|2017-11-25|9|0
12161|2 ( Senior )|2017-12-05|0|0
12161|2 ( Senior )|2017-12-06|1|0
12161|2 ( Senior )|2017-12-08|4|0
12161|2 ( Senior )|2017-12-13|0|0
12161|2 ( Senior )|2017-12-14|45|0
12161|2 ( Senior )|2018-01-29|1|0
12161|2 ( Senior )|2018-01-31|0|1
12163|S|2017-10-01|0|0
12163|S|2017-10-02|64|0
12163|S|2017-12-06|56|1
12164|164|2017-10-01|65|0
12164|164|2017-12-06|56|1
12172|L|2017-12-22|40|1
12172|M|2017-12-22|40|1
12175|40,5|2017-10-01|26|0
12175|40,5|2017-10-28|95|1
12176|40|2017-10-01|74|0
12176|40|2017-12-15|47|1
12176|42|2017-10-01|105|0
12176|42|2018-01-15|16|1
12176|43|2017-10-01|53|0
12176|43|2017-11-24|0|0
12176|43|2017-11-25|48|0
12176|43|2018-01-13|18|1
12176|44|2017-10-01|87|0
12176|44|2017-12-28|4|0
12176|44|2018-01-02|29|1
12176|45,5|2017-10-01|44|0
12176|45,5|2017-11-15|9|0
12176|45,5|2017-11-25|54|0
12176|45,5|2018-01-19|12|1
12176|46|2017-10-01|56|0
12176|46|2017-11-27|65|1
12177|S|2017-12-08|41|0
12177|S|2018-01-19|12|1
12179|41|2017-10-01|0|0
12179|41|2017-10-02|11|0
12179|41|2017-10-14|11|0
12179|41|2017-10-26|9|0
12179|41|2017-11-05|15|0
12179|41|2017-11-21|12|0
12179|41|2017-12-04|5|0
12179|41|2017-12-10|11|0
12179|41|2017-12-22|0|0
12179|41|2017-12-23|22|0
12179|41|2018-01-15|15|0
12179|41|2018-01-31|0|0
12179|42|2017-10-01|7|0
12179|42|2017-10-09|19|0
12179|42|2017-10-29|26|0
12179|42|2017-11-25|50|0
12179|42|2018-01-15|16|1
12179|42,5|2017-10-01|3|0
12179|42,5|2017-10-05|7|0
12179|42,5|2017-10-13|11|0
12179|42,5|2017-10-25|30|0
12179|42,5|2017-11-25|9|0
12179|42,5|2017-12-05|25|0
12179|42,5|2017-12-31|31|1
12179|43|2017-10-01|1|0
12179|43|2017-10-03|0|0
12179|43|2017-10-04|9|0
12179|43|2017-10-14|0|0
12179|43|2017-10-15|6|0
12179|43|2017-10-22|10|0
12179|43|2017-11-02|0|0
12179|43|2017-11-03|4|0
12179|43|2017-11-08|11|0
12179|43|2017-11-20|4|0
12179|43|2017-11-25|0|0
12179|43|2017-11-26|0|0
12179|43|2017-11-27|2|0
12179|43|2017-11-30|3|0
12179|43|2017-12-04|0|0
12179|43|2017-12-05|7|0
12179|43|2017-12-13|1|0
12179|43|2017-12-15|0|0
12179|43|2017-12-16|3|0
12179|43|2017-12-20|7|0
12179|43|2017-12-28|1|0
12179|43|2017-12-30|4|0
12179|43|2018-01-04|2|0
12179|43|2018-01-07|2|0
12179|43|2018-01-10|2|0
12179|43|2018-01-13|1|0
12179|43|2018-01-15|1|0
12179|43|2018-01-17|6|0
12179|43|2018-01-24|0|0
12179|43|2018-01-25|0|0
12179|43|2018-01-26|2|0
12179|43|2018-01-29|1|0
12179|43|2018-01-31|0|1
12179|44,5|2017-10-01|2|0
12179|44,5|2017-10-04|10|0
12179|44,5|2017-10-15|16|0
12179|44,5|2017-11-01|4|0
12179|44,5|2017-11-06|0|0
12179|44,5|2017-11-07|8|0
12179|44,5|2017-11-16|7|0
12179|44,5|2017-11-24|0|0
12179|44,5|2017-11-25|0|0
12179|44,5|2017-11-26|0|0
12179|44,5|2017-11-27|1|0
12179|44,5|2017-11-29|0|0
12179|44,5|2017-11-30|5|0
12179|44,5|2017-12-06|0|0
12179|44,5|2017-12-07|4|0
12179|44,5|2017-12-12|11|0
12179|44,5|2017-12-24|11|0
12179|44,5|2018-01-05|2|0
12179|44,5|2018-01-08|3|0
12179|44,5|2018-01-12|3|0
12179|44,5|2018-01-16|8|0
12179|44,5|2018-01-25|0|0
12179|44,5|2018-01-26|4|0
12179|44,5|2018-01-31|0|1
12179|45,5|2017-10-01|1|0
12179|45,5|2017-10-03|0|0
12179|45,5|2017-10-04|1|0
12179|45,5|2017-10-06|11|0
12179|45,5|2017-10-18|0|0
12179|45,5|2017-10-19|10|0
12179|45,5|2017-10-30|1|0
12179|45,5|2017-11-01|10|0
12179|45,5|2017-11-12|11|0
12179|45,5|2017-11-24|0|0
12179|45,5|2017-11-25|12|0
12179|45,5|2017-12-08|27|0
12179|45,5|2018-01-05|1|0
12179|45,5|2018-01-07|5|0
12179|45,5|2018-01-13|5|0
12179|45,5|2018-01-19|5|0
12179|45,5|2018-01-25|6|1
12179|46|2017-10-01|1|0
12179|46|2017-10-03|0|0
12179|46|2017-10-04|0|0
12179|46|2017-10-05|1|0
12179|46|2017-10-07|0|0
12179|46|2017-10-08|0|0
12179|46|2017-10-09|2|0
12179|46|2017-10-12|11|0
12179|46|2017-10-24|1|0
12179|46|2017-10-26|1|0
12179|46|2017-10-28|1|0
12179|46|2017-10-30|1|0
12179|46|2017-11-01|3|0
12179|46|2017-11-05|2|0
12179|46|2017-11-08|11|0
12179|46|2017-11-20|3|0
12179|46|2017-11-24|0|0
12179|46|2017-11-25|0|0
12179|46|2017-11-26|17|0
12179|46|2017-12-14|44|0
12179|46|2018-01-28|3|1
12179|47|2017-10-01|6|0
12179|47|2017-10-08|21|0
12179|47|2017-10-30|25|0
12179|47|2017-11-25|30|0
12179|47|2017-12-26|5|0
12179|47|2018-01-01|11|0
12179|47|2018-01-13|9|0
12179|47|2018-01-23|8|0
12180|42,5|2017-10-01|17|0
12180|42,5|2017-10-19|102|0
12180|42,5|2018-01-30|1|1
12180|43|2017-10-01|3|0
12180|43|2017-10-05|2|0
12180|43|2017-10-08|9|0
12180|43|2017-10-18|22|0
12180|43|2017-11-10|34|0
12180|43|2017-12-15|12|0
12180|43|2017-12-28|19|0
12180|43|2018-01-17|8|0
12180|43|2018-01-26|5|1
12180|44,5|2017-10-01|36|0
12180|44,5|2017-11-07|85|1
12183|3XL|2017-10-01|9|0
12183|3XL|2017-10-11|112|1
12183|L|2017-10-01|4|0
12183|L|2017-10-06|5|0
12183|L|2017-10-12|9|0
12183|L|2017-10-22|16|0
12183|L|2017-11-08|1|0
12183|L|2017-11-10|72|0
12183|L|2018-01-22|9|1
12183|M|2017-10-01|2|0
12183|M|2017-10-04|0|0
12183|M|2017-10-05|1|0
12183|M|2017-10-07|4|0
12183|M|2017-10-12|9|0
12183|M|2017-10-22|3|0
12183|M|2017-10-26|0|0
12183|M|2017-10-27|4|0
12183|M|2017-11-01|8|0
12183|M|2017-11-10|37|0
12183|M|2017-12-18|27|0
12183|M|2018-01-15|1|0
12183|M|2018-01-17|14|1
12183|S|2017-10-01|10|0
12183|S|2017-10-12|30|0
12183|S|2017-11-12|4|0
12183|S|2017-11-17|34|0
12183|S|2017-12-22|40|1
12187|M|2017-10-19|19|0
12187|M|2017-11-08|35|0
12187|M|2017-12-14|48|1
12188|40|2017-10-01|7|0
12188|40|2017-10-09|34|0
12188|40|2017-11-13|79|1
12189|L|2017-10-01|20|0
12189|L|2017-10-22|17|0
12189|L|2017-11-09|28|0
12189|L|2017-12-08|11|0
12189|L|2017-12-20|16|0
12189|L|2018-01-06|25|0
12189|M|2017-10-01|15|0
12189|M|2017-10-17|0|0
12189|M|2017-10-18|3|0
12189|M|2017-10-22|0|0
12189|M|2017-10-23|3|0
12189|M|2017-10-27|11|0
12189|M|2017-11-08|1|0
12189|M|2017-11-10|1|0
12189|M|2017-11-12|7|0
12189|M|2017-11-20|15|0
12189|M|2017-12-06|7|0
12189|M|2017-12-14|15|0
12189|M|2017-12-30|3|0
12189|M|2018-01-03|28|1
12189|XL|2017-10-01|11|0
12189|XL|2017-10-13|15|0
12189|XL|2017-10-29|13|0
12189|XL|2017-11-12|2|0
12189|XL|2017-11-15|9|0
12189|XL|2017-11-25|0|0
12189|XL|2017-11-26|0|0
12189|XL|2017-11-27|0|0
12189|XL|2017-11-28|11|0
12189|XL|2017-12-10|3|0
12189|XL|2017-12-14|16|0
12189|XL|2017-12-31|7|0
12189|XL|2018-01-08|15|0
12189|XL|2018-01-24|7|1
12192|M|2017-10-01|56|0
12192|M|2017-11-27|24|0
12192|M|2017-12-22|38|0
12192|M|2018-01-30|1|1
12193|L ( 152-158 )|2017-10-01|47|0
12193|L ( 152-158 )|2017-11-18|5|0
12193|L ( 152-158 )|2017-11-24|49|0
12193|L ( 152-158 )|2018-01-13|18|1
12193|XL ( 158-170 )|2017-10-01|2|0
12193|XL ( 158-170 )|2017-10-04|3|0
12193|XL ( 158-170 )|2017-10-08|11|0
12193|XL ( 158-170 )|2017-10-20|2|0
12193|XL ( 158-170 )|2017-10-23|10|0
12193|XL ( 158-170 )|2017-11-03|13|0
12193|XL ( 158-170 )|2017-11-17|23|0
12193|XL ( 158-170 )|2017-12-11|38|0
12193|XL ( 158-170 )|2018-01-19|12|1
12195|XS ( 32/34 )|2017-10-01|93|0
12195|XS ( 32/34 )|2018-01-03|28|1
12196|L|2017-12-06|56|1
12197|XL ( 158-170 )|2017-10-01|96|0
12197|XL ( 158-170 )|2018-01-06|25|1
12199|M|2017-10-01|31|0
12199|M|2017-11-02|0|0
12199|M|2017-11-03|12|0
12199|M|2017-11-16|3|0
12199|M|2017-11-20|0|0
12199|M|2017-11-21|3|0
12199|M|2017-11-25|18|0
12199|M|2017-12-14|3|0
12199|M|2017-12-18|44|1
12200|43|2017-10-01|40|0
12200|43|2017-11-11|13|0
12200|43|2017-11-25|67|1
12200|44|2017-10-01|2|0
12200|44|2017-10-04|27|0
12200|44|2017-11-01|26|0
12200|44|2017-11-28|64|1
12202|39|2017-12-14|40|0
12202|39|2018-01-24|7|1
12202|40|2017-12-14|39|0
12202|40|2018-01-23|2|0
12202|40|2018-01-26|5|1
12202|41|2017-12-14|40|0
12202|41|2018-01-24|7|1
12202|42|2017-12-14|48|1
12202|42,5|2017-12-14|48|1
12202|43|2017-12-14|41|0
12202|43|2018-01-25|6|1
12202|44|2017-12-14|48|1
12202|44,5|2017-12-14|47|0
12202|44,5|2018-01-31|0|1
12202|45|2017-12-14|32|0
12202|45|2018-01-16|4|0
12202|45|2018-01-21|2|0
12202|45|2018-01-24|7|1
12202|45,5|2017-12-14|33|0
12202|45,5|2018-01-17|6|0
12202|45,5|2018-01-24|0|0
12202|45,5|2018-01-25|6|1
12202|46|2017-12-14|48|1
12202|47|2017-12-14|48|1
12202|47,5|2017-12-14|48|1
12205|42|2017-10-01|122|1
12205|42 2/3|2017-10-01|31|0
12205|42 2/3|2017-11-02|2|0
12205|42 2/3|2017-11-05|1|0
12205|42 2/3|2017-11-07|29|0
12205|42 2/3|2017-12-07|55|1
12205|43 1/3|2017-10-01|29|0
12205|43 1/3|2017-10-31|36|0
12205|43 1/3|2017-12-07|37|0
12205|43 1/3|2018-01-14|17|1
12205|44 2/3|2017-10-01|54|0
12205|44 2/3|2017-11-25|67|1
12205|46|2017-10-01|56|0
12205|46|2017-11-27|13|0
12205|46|2017-12-11|51|1
12207|2XL|2017-10-01|28|0
12207|2XL|2017-10-30|24|0
12207|2XL|2017-11-24|0|0
12207|2XL|2017-11-25|1|0
12207|2XL|2017-11-27|0|0
12207|2XL|2017-11-28|1|0
12207|2XL|2017-11-30|0|0
12207|2XL|2017-12-01|4|0
12207|2XL|2017-12-06|11|0
12207|2XL|2017-12-18|11|0
12207|2XL|2017-12-30|1|0
12207|2XL|2018-01-01|1|0
12207|2XL|2018-01-03|20|0
12207|2XL|2018-01-24|2|0
12207|2XL|2018-01-27|4|1
12207|L|2017-10-01|20|0
12207|L|2017-10-22|23|0
12207|L|2017-11-15|9|0
12207|L|2017-11-25|2|0
12207|L|2017-11-28|1|0
12207|L|2017-11-30|5|0
12207|L|2017-12-06|2|0
12207|L|2017-12-09|1|0
12207|L|2017-12-11|2|0
12207|L|2017-12-14|3|0
12207|L|2017-12-18|0|0
12207|L|2017-12-19|1|0
12207|L|2017-12-21|6|0
12207|L|2017-12-28|1|0
12207|L|2017-12-30|4|0
12207|L|2018-01-04|0|0
12207|L|2018-01-05|2|0
12207|L|2018-01-08|3|0
12207|L|2018-01-12|5|0
12207|L|2018-01-18|1|0
12207|L|2018-01-20|1|0
12207|L|2018-01-22|4|0
12207|L|2018-01-27|4|0
12207|M|2017-10-01|36|0
12207|M|2017-11-07|19|0
12207|M|2017-11-27|2|0
12207|M|2017-11-30|7|0
12207|M|2017-12-08|9|0
12207|M|2017-12-18|8|0
12207|M|2017-12-27|7|0
12207|M|2018-01-04|2|0
12207|M|2018-01-07|3|0
12207|M|2018-01-11|5|0
12207|M|2018-01-17|3|0
12207|M|2018-01-21|1|0
12207|M|2018-01-23|8|0
12207|S|2017-10-01|4|0
12207|S|2017-10-06|5|0
12207|S|2017-10-12|43|0
12207|S|2017-11-25|1|0
12207|S|2017-11-27|0|0
12207|S|2017-11-28|0|0
12207|S|2017-11-29|0|0
12207|S|2017-11-30|3|0
12207|S|2017-12-04|2|0
12207|S|2017-12-07|0|0
12207|S|2017-12-08|2|0
12207|S|2017-12-11|2|0
12207|S|2017-12-14|0|0
12207|S|2017-12-15|2|0
12207|S|2017-12-18|0|0
